类型,索引,替换目标,文本值(繁中）
chest_config,37,name,老闆娘的日常卡包最高段
chest_config,38,name,老闆娘的日常卡包1段
chest_config,39,name,老闆娘的日常卡包2段
chest_config,40,name,老闆娘的日常卡包3段
chest_config,41,name,老闆娘的日常卡包4段
chest_config,42,name,老闆娘的日常卡包5段
chest_config,43,name,老闆娘的日常卡包6段
chest_config,44,name,老闆娘的日常卡包7段
chest_config,45,name,老闆娘的日常卡包8段
chest_config,46,name,老闆娘的日常卡包9段
chest_config,47,name,老闆娘的日常卡包10段
chest_config,48,name,老闆娘的日常卡包11段
chest_config,49,name,老闆娘的日常卡包12段
chest_config,50,name,老闆娘的日常卡包13段
chest_config,51,name,老闆娘的日常卡包最高段
chest_config,52,name,老闆娘的新手卡包
chest_config,53,name,天梯賽季卡包12段
chest_config,54,name,天梯賽季卡包11段
chest_config,55,name,天梯賽季卡包10段
chest_config,56,name,天梯賽季卡包9段
chest_config,57,name,天梯賽季卡包8段
chest_config,58,name,天梯賽季卡包7段
chest_config,59,name,天梯賽季卡包6段
chest_config,60,name,天梯賽季卡包5段
chest_config,61,name,天梯賽季卡包4段
chest_config,62,name,天梯賽季卡包3段
chest_config,63,name,天梯賽季卡包2段
chest_config,64,name,天梯賽季卡包1段
power_config,melee,name_desc,近戰
power_config,melee,info_desc,此卡位於前排時：對前排的敵人發動攻擊
power_config,ranged,name_desc,遠程
power_config,ranged,info_desc,此卡位於後排時：優先對斜向的敵人發動攻擊，攻擊有護甲的敵人時，有25%概率不造成任何傷害
power_config,magic,name_desc,魔法
power_config,magic,info_desc,優先對正對面的敵人進行一次無視護甲的攻擊
power_config,magic_aoe,name_desc,魔法濺射
power_config,magic_aoe,info_desc,魔法攻擊擊中敵人時：對其相鄰的敵人進行一次魔法濺射
power_config,shield,name_desc,護盾
power_config,shield,info_desc,減少此卡受到的近戰和遠程傷害
power_config,mshield,name_desc,魔法護盾
power_config,mshield,info_desc,減少此卡受到的魔法傷害
power_config,rally,name_desc,鼓舞士氣
power_config,rally,info_desc,戰鬥階段開始時：增加所有盟友的近戰攻擊力並免疫恐懼，持續到對方回合結束；多個鼓舞士氣效果僅最大值生效
power_config,demoralize,name_desc,恫嚇
power_config,demoralize,info_desc,戰鬥階段開始時：減少所有敵人的近戰攻擊力，持續到對方回合結束；多個恫嚇效果僅最大值生效
power_config,antimagic,name_desc,法術抑制
power_config,antimagic,info_desc,戰鬥階段開始時：減少所有敵人的魔法攻擊力，持續到對方回合結束；多個法術抑制效果僅最大值生效
power_config,heal,name_desc,治療
power_config,heal,info_desc,回復單個受傷盟友的生命值
power_config,heal_all,name_desc,治療-全部
power_config,heal_all,info_desc,回復所有盟友的生命值
power_config,thrash,name_desc,連擊
power_config,thrash,info_desc,在前排位置近戰攻擊擊中敵人時：隨機對單個後排敵人發動連擊
power_config,thorns,name_desc,荊棘
power_config,thorns,info_desc,此卡受到近戰攻擊命中時：對攻擊者造成傷害
power_config,resonate,name_desc,共鳴
power_config,resonate,info_desc,對手支付水晶時：我方獲得一定量的水晶
power_config,explode,name_desc,爆炸
power_config,explode,info_desc,在前排位置被消滅時：對正對面的敵人造成傷害
power_config,damage,name_desc,侵襲
power_config,damage,info_desc,對目標敵人造成傷害
power_config,damage_all,name_desc,侵襲-全部
power_config,damage_all,info_desc,對所有敵人造成傷害
power_config,chance,name_desc,隨機傷害
power_config,chance,info_desc,對一個隨機敵人造成隨機傷害
power_config,crystal,name_desc,額外水晶
power_config,crystal,info_desc,此卡被獻祭時：獲得額外的水晶
power_config,reach,name_desc,長手
power_config,reach,info_desc,此卡可以在後排位置發動近戰攻擊
power_config,cleave,name_desc,貫穿
power_config,cleave,info_desc,攻擊破壞敵人的護甲時：對敵人的生命值造成剩餘的傷害
power_config,disease,name_desc,侵染
power_config,disease,info_desc,對敵人造成近戰、遠程或荊棘傷害時：該敵人受到【疾病】（疾病狀態的怪獸失去鼓舞、恫嚇及魔法反射能力；疾病可以被治療治癒）
power_config,disease_all,name_desc,侵染-全部
power_config,disease_all,info_desc,對敵人造成近戰、遠程或荊棘傷害時：所有敵人受到【疾病】（疾病狀態的怪獸失去鼓舞、恫嚇及魔法反射能力；疾病可以被治療治癒）
power_config,flying,name_desc,飛翔
power_config,flying,info_desc,被沒有{飛翔}技能的怪物攻擊時：50%機率回避近戰攻擊和連擊，25%機率回避遠程攻擊
power_config,counter,name_desc,反擊
power_config,counter,info_desc,受到近戰傷害時：50%機率對攻擊者造成等量傷害
power_config,stoneskin,name_desc,石膚
power_config,stoneskin,info_desc,被攻擊時：如果沒有護甲，則25%機率免疫遠端傷害
power_config,antidote,name_desc,閃電
power_config,antidote,info_desc,對目標敵人造成魔法傷害
power_config,disarm,name_desc,繳械
power_config,disarm,info_desc,近戰或遠程攻擊命中敵人時：消滅該敵人的武器
power_config,doom,name_desc,末日
power_config,doom,info_desc,消滅目標敵人
power_config,deathstrike,name_desc,死亡襲擊
power_config,deathstrike,info_desc,攻擊敵人並對其生命值造成傷害時：消滅該敵人
power_config,revive,name_desc,復蘇
power_config,revive,info_desc,被消滅時：復活此卡，此效果只會觸發一次
power_config,breaker,name_desc,破甲
power_config,breaker,info_desc,近戰和遠程攻擊對護甲造成額外傷害，且遠程攻擊不會被護甲格擋
power_config,entangle,name_desc,束縛
power_config,entangle,info_desc,50%機率優先使正對面未束縛的敵人受到【束縛】，持續到對方回合結束（束縛狀態的怪獸失去飛翔，且跳過其下一個攻擊階段）
power_config,reflect,name_desc,魔法反射
power_config,reflect,info_desc,被魔法攻擊時：75%機率不受傷害並對攻擊者反彈全部傷害
power_config,boost,name_desc,護甲強化
power_config,boost,info_desc,此卡裝備護甲時：獲得額外護甲值
power_config,aggro,name_desc,嘲諷
power_config,aggro,info_desc,使遠程敵人優先攻擊此卡
power_config,stealth,name_desc,潛行
power_config,stealth,info_desc,此卡位於後排時：不會成為遠端和魔法攻擊的目標
power_config,swap,name_desc,恐懼
power_config,swap,info_desc,此卡使用後：前排的敵人和隨機單個後排敵人交換位置
power_config,paint,name_desc,標記
power_config,paint,info_desc,【標記】目標敵人（遠端攻擊會無視嘲諷和潛行優先攻擊被標記的敵人）
power_config,trample,name_desc,踐踏
power_config,trample,info_desc,此卡位於前排且使用近戰攻擊擊中敵人時：對所有後排敵人發動踐踏
power_config,charge,name_desc,衝鋒
power_config,charge,info_desc,戰鬥階段開始時：增加此卡的近戰攻擊，持續到對方回合結束，該效果只能觸發一次
power_config,critical,name_desc,暴擊
power_config,critical,info_desc,50%機率造成1.5倍近戰或遠程傷害，向上取整
power_config,berserk,name_desc,狂怒
power_config,berserk,info_desc,近戰傷害增加，傷害量等同於此卡已損失的生命值
power_config,backstab,name_desc,背刺
power_config,backstab,info_desc,此卡位於後排時：僅對正對面的敵人發動近戰攻擊，無視潛行
power_config,regenerate,name_desc,再生
power_config,regenerate,info_desc,被消滅時：免疫消滅效果並且當前生命值變為1，此效果只會觸發一次
power_config,stun,name_desc,眩暈
power_config,stun,info_desc,近戰或遠端攻擊命中沒有護甲的敵人時：75%機率使敵人受到【眩暈】（眩暈狀態的怪獸失去飛翔，且跳過其下一個攻擊階段）
power_config,silence,name_desc,沉默
power_config,silence,info_desc,此卡使用後：所有敵人受到【沉默】（沉默狀態的怪獸無法使用魔法攻擊和治療）
power_config,unsummon,name_desc,反召喚
power_config,unsummon,info_desc,將目標怪獸移回其擁有者的牌庫
power_config,decoy,name_desc,無敵
power_config,decoy,info_desc,目標怪獸獲得【無敵】（無敵狀態的怪獸不會受到生命值傷害，每個怪獸只能獲得一次無敵），持續到對方回合結束
power_config,antiair,name_desc,防空
power_config,antiair,info_desc,攻擊被飛翔閃避時：75%機率再進行一次無視護甲的遠端攻擊，該效果每回合只能觸發一次
power_config,immunity,name_desc,免疫
power_config,immunity,info_desc,不能成為消耗品的目標，免疫恫嚇和沉默
power_config,draft,name_desc,徵募
power_config,draft,info_desc,此卡使用後：獲得一定量的水晶
power_config,destroy,name_desc,粉碎
power_config,destroy,info_desc,消滅目標敵方護甲
power_config,opportunity,name_desc,機會
power_config,opportunity,info_desc,敵人使用長手或背刺時：對該敵人進行一次遠端攻擊，該效果每回合只能觸發一次
power_config,cautious,name_desc,警覺
power_config,cautious,info_desc,免疫反擊，荊棘，束縛，機會效果
power_config,repair,name_desc,修復
power_config,repair,info_desc,隨機修復單個盟友的護甲
power_config,bless,name_desc,祝福
power_config,bless,info_desc,戰鬥階段開始時：所有盟友獲得【警惕】（警惕狀態的怪獸免疫反擊，荊棘，束縛，機會，防空，爆炸，眩暈效果 ）、獲得2點護盾、1點魔法護盾且免疫消耗品傷害，持續到對方回合結束
power_config,curse,name_desc,魔法詛咒
power_config,curse,info_desc,魔法攻擊擊中敵人時：該敵人受到【詛咒】（詛咒狀態的怪獸會使回合開始時回復的水晶減1，每個怪獸只能被詛咒一次）
power_config,drain_crystal,name_desc,水晶萃取
power_config,drain_crystal,info_desc,此卡消滅敵人時：獲得一定量的水晶
power_config,swipe,name_desc,猛擊
power_config,swipe,info_desc,此卡位於前排時：對每個敵人造成0~1點傷害
power_config,invincible,name_desc,無敵
power_config,invincible,info_desc,目標怪獸獲得【無敵】（無敵狀態的怪獸不會受到生命值傷害，每個怪獸只能獲得一次無敵），持續到對方回合結束
status_config,entangled,round_desc,束縛(剩%d回合)
status_config,entangled,info_desc,失去飛翔，無法行動
status_config,diseased,round_desc,疾病(需累計治療%d點)
status_config,diseased,info_desc,失去鼓舞、恫嚇及魔法反射能力，並移除祝福狀態，可以被治療治癒
status_config,silenced,round_desc,沉默(剩%d回合)
status_config,silenced,info_desc,失去魔法攻擊及治療能力
status_config,painted,round_desc,標記(剩%d回合)
status_config,painted,info_desc,始終是遠端攻擊的優先目標，無視嘲諷和潛行
status_config,demoralized,round_desc,恫嚇(剩%d回合)
status_config,demoralized,info_desc,近戰攻擊力降低 -%d
status_config,antimagicd,round_desc,法術抑制(剩%d回合)
status_config,antimagicd,info_desc,魔法攻擊力降低-%d
status_config,rallied,round_desc,鼓舞士氣(剩%d回合)
status_config,rallied,info_desc,近戰攻擊力增加 +%d，並免疫恐懼
status_config,charged,round_desc,衝鋒(剩%d回合)
status_config,charged,info_desc,近戰攻擊力增加 +%d
status_config,against_melee,round_desc,近戰失效
status_config,against_melee,info_desc,位於後排無法進行近戰攻擊
status_config,against_ranged,round_desc,遠程失效
status_config,against_ranged,info_desc,位於前排無法進行遠端攻擊
item_config,100001,name,怪物粉末
item_config,100002,name,怪物粉末（自然）
item_config,100003,name,怪物粉末（平衡）
item_config,100004,name,怪物粉末（混亂）
item_config,100005,name,怪物粉末（命運）
item_config,200001,name,道具粉末
item_config,200002,name,物品粉末（自然）
item_config,200003,name,物品粉末（平衡）
item_config,200004,name,物品粉末（混亂）
item_config,200005,name,物品粉末（命運）
item_config,200006,name,物品粉末（中立）
item_config,300001,name,普通玻璃水晶
item_config,300002,name,稀有湛藍水晶
item_config,300003,name,史詩橙黃水晶
item_config,300004,name,傳說血色水晶
item_config,400001,name,融合卷軸
item_config,500001,name,遊戲幣
item_config,500002,name,代幣
item_config,100001,desc,合成及升級所需的重要材料，可通過分解怪物卡牌獲取。
item_config,100002,desc,合成及升級所需的重要材料，可通過分解自然怪物卡牌獲取。
item_config,100003,desc,合成及升級所需的重要材料，可通過分解平衡怪物卡牌獲取。
item_config,100004,desc,合成及升級所需的重要材料，可通過分解混亂怪物卡牌獲取。
item_config,100005,desc,合成及升級所需的重要材料，可通過分解命運怪物卡牌獲取。
item_config,200001,desc,合成及升級所需的重要材料，可通過分解道具卡牌獲取。
item_config,200002,desc,合成及升級所需的重要材料，可通過分解自然道具卡牌獲取。
item_config,200003,desc,合成及升級所需的重要材料，可通過分解平衡道具卡牌獲取。
item_config,200004,desc,合成及升級所需的重要材料，可通過分解混亂道具卡牌獲取。
item_config,200005,desc,合成及升級所需的重要材料，可通過分解命運道具卡牌獲取。
item_config,200006,desc,合成及升級所需的重要材料，可通過分解中立道具卡牌獲取。
item_config,300001,desc,升級所需的重要材料，可通過分解普通品質怪物卡牌獲取。
item_config,300002,desc,升級所需的重要材料，可通過分解稀有品質怪物卡牌獲取。
item_config,300003,desc,升級所需的重要材料，可通過分解史詩品質怪物卡牌獲取。
item_config,300004,desc,升級所需的重要材料，可通過分解傳說品質怪物卡牌獲取。
item_config,400001,desc,升級所需的重要材料，可通過冒險系統獲取。
item_config,500001,desc,遊戲內重要資源之一。
item_config,500002,desc,遊戲內重要資源之一。
tips_config,1,desc,向老闆買飲料中...
tips_config,2,desc,重新組建套牌中...
tips_config,3,desc,等一下，我聽個電話...
tips_config,4,desc,稍等稍等，我上個廁所...
tips_config,5,desc,今天天氣不錯...
statistic_config,100001,desc,消耗金幣總量
statistic_config,200001,desc,獲得三連勝次數
statistic_config,300001,desc,殺死藍龍次數
statistic_config,400001,desc,被藍龍殺死次數
statistic_config,500001,desc,傳說品質卡牌數量
task_config,1,desc,對戰中贏得1場勝利（非冒險）
task_config,2,desc,對戰中至少召喚5個怪物（非冒險）
task_config,3,desc,對戰中使用1次道具（非冒險）
task_config,4,desc,對戰中至少召喚1個黃色命運怪獸並獲得勝利（非冒險）
task_config,5,desc,對戰中至少召喚2個費用2及以下的怪獸（非冒險）
task_config,6,desc,對戰中至少召喚1個費用3及以上的怪獸（非冒險）
task_config,7,desc,對戰中贏得1場勝利（非冒險）
task_config,100001,desc,對戰中贏得1場勝利（非冒險）
task_config,100002,desc,對戰中消滅4個怪物（非冒險）
task_config,100003,desc,對戰中使用4個物品（非冒險）
task_config,100004,desc,對戰中贏得1場勝利（非冒險）
task_config,200001,desc,對戰中贏得1場勝利（非冒險）
task_config,200002,desc,對戰中消滅6個怪物（非冒險）
task_config,200003,desc,對戰中使用6個物品（非冒險）
task_config,200004,desc,對戰中至少召喚2個費用2及以下的怪獸（非冒險）
task_config,200005,desc,對戰中贏得1場勝利（非冒險）
task_config,300001,desc,對戰中贏得1場勝利（非冒險）
task_config,300002,desc,對戰中消滅6個怪物（非冒險）
task_config,300003,desc,對戰中使用6個物品（非冒險）
task_config,300004,desc,對戰中至少召喚2個費用2及以下的物品（非冒險）
task_config,300005,desc,對戰中贏得1場勝利（非冒險）
task_config,400001,desc,對戰中贏得1場勝利（非冒險）
task_config,400002,desc,對戰中消滅6個怪物（非冒險）
task_config,400003,desc,對戰中使用6個物品（非冒險）
task_config,400004,desc,對戰中至少召喚4個費用2及以下的卡片（非冒險）
task_config,400005,desc,對戰中贏得1場勝利（非冒險）
task_config,500001,desc,對戰中贏得1場勝利（非冒險）
task_config,500002,desc,對戰中消滅6個怪物（非冒險）
task_config,500003,desc,對戰中使用6個物品（非冒險）
task_config,500004,desc,對戰中至少召喚4個費用2及以下的卡片（非冒險）
task_config,500005,desc,對戰中贏得1場勝利（非冒險）
task_config,600001,desc,對戰中至少召喚2個紅色戰爭卡片並獲得1場勝利（非冒險）
task_config,600002,desc,對戰中至少召喚2個黃色命運卡片並獲得1場勝利（非冒險）
task_config,600003,desc,對戰中至少召喚2個藍色平衡卡片並獲得1場勝利（非冒險）
task_config,600004,desc,對戰中至少召喚2個綠色自然卡片並獲得1場勝利（非冒險）
task_config,600005,desc,對戰中至少召喚2個紫色混亂卡片並獲得1場勝利（非冒險）
task_config,600006,desc,對戰中至少召喚2個白色中立卡片並獲得1場勝利（非冒險）
task_config,600007,desc,對戰中至少召喚3個紅色戰爭或黃色命運卡片並獲得1場勝利（非冒險）
task_config,600008,desc,對戰中至少召喚3個紅色戰爭或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,600009,desc,對戰中至少召喚3個紅色戰爭或綠色自然卡片並獲得1場勝利（非冒險）
task_config,600010,desc,對戰中至少召喚3個紅色戰爭或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,600011,desc,對戰中至少召喚3個紅色戰爭或白色中立卡片並獲得1場勝利（非冒險）
task_config,600012,desc,對戰中至少召喚3個黃色命運或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,600013,desc,對戰中至少召喚3個黃色命運或綠色自然卡片並獲得1場勝利（非冒險）
task_config,600014,desc,對戰中至少召喚3個黃色命運或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,600015,desc,對戰中至少召喚3個黃色命運或白色中立卡片並獲得1場勝利（非冒險）
task_config,600016,desc,對戰中至少召喚3個藍色平衡或綠色自然卡片並獲得1場勝利（非冒險）
task_config,600017,desc,對戰中至少召喚3個藍色平衡或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,600018,desc,對戰中至少召喚3個藍色平衡或白色中立卡片並獲得1場勝利（非冒險）
task_config,600019,desc,對戰中至少召喚3個綠色自然或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,600020,desc,對戰中至少召喚3個綠色自然或白色中立卡片並獲得1場勝利（非冒險）
task_config,600021,desc,對戰中至少召喚3個紫色混亂或白色中立卡片並獲得1場勝利（非冒險）
task_config,600022,desc,對戰中贏得一場勝利（非冒險）
task_config,600023,desc,對戰中消滅6個怪物（非冒險）
task_config,600024,desc,對戰中使用6個物品（非冒險）
task_config,600025,desc,對戰中至少召喚2個費用2及以下的怪物（非冒險）
task_config,600026,desc,對戰中至少召喚3個費用3及以下的怪物（非冒險）
task_config,600027,desc,對戰中至少召喚4個費用4及以下的怪物（非冒險）
task_config,600028,desc,對戰中至少召喚3個費用2及以上的怪物（非冒險）
task_config,600029,desc,對戰中至少召喚2個費用3及以上的怪物（非冒險）
task_config,600030,desc,對戰中至少召喚2個費用2及以下的物品（非冒險）
task_config,600031,desc,對戰中至少召喚3個費用3及以下的物品（非冒險）
task_config,600032,desc,對戰中至少召喚4個費用4及以下的物品（非冒險）
task_config,600033,desc,對戰中至少召喚3個費用2及以上的物品（非冒險）
task_config,600034,desc,對戰中至少召喚2個費用3及以上的物品（非冒險）
task_config,600035,desc,對戰中至少召喚2個費用2及以下的卡片（非冒險）
task_config,600036,desc,對戰中至少召喚3個費用3及以下的卡片（非冒險）
task_config,600037,desc,對戰中至少召喚4個費用4及以下的卡片（非冒險）
task_config,600038,desc,對戰中至少召喚3個費用2及以上的卡片（非冒險）
task_config,600039,desc,對戰中至少召喚2個費用3及以上的卡片（非冒險）
task_config,600040,desc,完成2次冒險勝利
task_config,700001,desc,對戰中至少召喚2個紅色戰爭卡片並獲得1場勝利（非冒險）
task_config,700002,desc,對戰中至少召喚2個黃色命運卡片並獲得1場勝利（非冒險）
task_config,700003,desc,對戰中至少召喚2個藍色平衡卡片並獲得1場勝利（非冒險）
task_config,700004,desc,對戰中至少召喚2個綠色自然卡片並獲得1場勝利（非冒險）
task_config,700005,desc,對戰中至少召喚2個紫色混亂卡片並獲得1場勝利（非冒險）
task_config,700006,desc,對戰中至少召喚2個白色中立卡片並獲得1場勝利（非冒險）
task_config,700007,desc,對戰中至少召喚3個紅色戰爭或黃色命運卡片並獲得1場勝利（非冒險）
task_config,700008,desc,對戰中至少召喚3個紅色戰爭或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,700009,desc,對戰中至少召喚3個紅色戰爭或綠色自然卡片並獲得1場勝利（非冒險）
task_config,700010,desc,對戰中至少召喚3個紅色戰爭或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,700011,desc,對戰中至少召喚3個紅色戰爭或白色中立卡片並獲得1場勝利（非冒險）
task_config,700012,desc,對戰中至少召喚3個黃色命運或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,700013,desc,對戰中至少召喚3個黃色命運或綠色自然卡片並獲得1場勝利（非冒險）
task_config,700014,desc,對戰中至少召喚3個黃色命運或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,700015,desc,對戰中至少召喚3個黃色命運或白色中立卡片並獲得1場勝利（非冒險）
task_config,700016,desc,對戰中至少召喚3個藍色平衡或綠色自然卡片並獲得1場勝利（非冒險）
task_config,700017,desc,對戰中至少召喚3個藍色平衡或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,700018,desc,對戰中至少召喚3個藍色平衡或白色中立卡片並獲得1場勝利（非冒險）
task_config,700019,desc,對戰中至少召喚3個綠色自然或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,700020,desc,對戰中至少召喚3個綠色自然或白色中立卡片並獲得1場勝利（非冒險）
task_config,700021,desc,對戰中至少召喚3個紫色混亂或白色中立卡片並獲得1場勝利（非冒險）
task_config,700022,desc,對戰中贏得一場勝利（非冒險）
task_config,700023,desc,對戰中消滅6個怪物（非冒險）
task_config,700024,desc,對戰中使用6個物品（非冒險）
task_config,700025,desc,對戰中至少召喚2個費用2及以下的怪物（非冒險）
task_config,700026,desc,對戰中至少召喚3個費用3及以下的怪物（非冒險）
task_config,700027,desc,對戰中至少召喚4個費用4及以下的怪物（非冒險）
task_config,700028,desc,對戰中至少召喚3個費用2及以上的怪物（非冒險）
task_config,700029,desc,對戰中至少召喚2個費用3及以上的怪物（非冒險）
task_config,700030,desc,對戰中至少召喚2個費用2及以下的物品（非冒險）
task_config,700031,desc,對戰中至少召喚3個費用3及以下的物品（非冒險）
task_config,700032,desc,對戰中至少召喚4個費用4及以下的物品（非冒險）
task_config,700033,desc,對戰中至少召喚3個費用2及以上的物品（非冒險）
task_config,700034,desc,對戰中至少召喚2個費用3及以上的物品（非冒險）
task_config,700035,desc,對戰中至少召喚2個費用2及以下的卡片（非冒險）
task_config,700036,desc,對戰中至少召喚3個費用3及以下的卡片（非冒險）
task_config,700037,desc,對戰中至少召喚4個費用4及以下的卡片（非冒險）
task_config,700038,desc,對戰中至少召喚3個費用2及以上的卡片（非冒險）
task_config,700039,desc,對戰中至少召喚2個費用3及以上的卡片（非冒險）
task_config,700040,desc,完成2次冒險勝利
task_config,800001,desc,對戰中至少召喚2個紅色戰爭怪物並獲得1場勝利（非冒險）
task_config,800002,desc,對戰中至少召喚2個黃色命運怪物並獲得1場勝利（非冒險）
task_config,800003,desc,對戰中至少召喚2個藍色平衡怪物並獲得1場勝利（非冒險）
task_config,800004,desc,對戰中至少召喚2個綠色自然怪物並獲得1場勝利（非冒險）
task_config,800005,desc,對戰中至少召喚2個紫色混亂怪物並獲得1場勝利（非冒險）
task_config,800006,desc,對戰中至少召喚3個紅色戰爭或黃色命運怪物並獲得1場勝利（非冒險）
task_config,800007,desc,對戰中至少召喚3個紅色戰爭或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,800008,desc,對戰中至少召喚3個紅色戰爭或綠色自然怪物並獲得1場勝利（非冒險）
task_config,800009,desc,對戰中至少召喚3個紅色戰爭或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,800010,desc,對戰中至少召喚3個黃色命運或藍色平衡怪物並獲得1場勝利（非冒險）
task_config,800011,desc,對戰中至少召喚3個黃色命運或綠色自然怪物並獲得1場勝利（非冒險）
task_config,800012,desc,對戰中至少召喚3個黃色命運或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,800013,desc,對戰中至少召喚3個藍色平衡或綠色自然怪物並獲得1場勝利（非冒險）
task_config,800014,desc,對戰中至少召喚3個藍色平衡或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,800015,desc,對戰中至少召喚3個綠色自然或紫色混亂怪物並獲得1場勝利（非冒險）
task_config,800016,desc,對戰中至少召喚2個紅色戰爭物品並獲得1場勝利（非冒險）
task_config,800017,desc,對戰中至少召喚2個黃色命運物品並獲得1場勝利（非冒險）
task_config,800018,desc,對戰中至少召喚2個藍色平衡物品並獲得1場勝利（非冒險）
task_config,800019,desc,對戰中至少召喚2個綠色自然物品並獲得1場勝利（非冒險）
task_config,800020,desc,對戰中至少召喚2個紫色混亂物品並獲得1場勝利（非冒險）
task_config,800021,desc,對戰中至少召喚2個白色中立物品並獲得1場勝利（非冒險）
task_config,800022,desc,對戰中至少召喚3個紅色戰爭或黃色命運物品並獲得1場勝利（非冒險）
task_config,800023,desc,對戰中至少召喚3個紅色戰爭或藍色平衡物品並獲得1場勝利（非冒險）
task_config,800024,desc,對戰中至少召喚3個紅色戰爭或綠色自然物品並獲得1場勝利（非冒險）
task_config,800025,desc,對戰中至少召喚3個紅色戰爭或紫色混亂物品並獲得1場勝利（非冒險）
task_config,800026,desc,對戰中至少召喚3個紅色戰爭或白色中立物品並獲得1場勝利（非冒險）
task_config,800027,desc,對戰中至少召喚3個黃色命運或藍色平衡物品並獲得1場勝利（非冒險）
task_config,800028,desc,對戰中至少召喚3個黃色命運或綠色自然物品並獲得1場勝利（非冒險）
task_config,800029,desc,對戰中至少召喚3個黃色命運或紫色混亂物品並獲得1場勝利（非冒險）
task_config,800030,desc,對戰中至少召喚3個黃色命運或白色中立物品並獲得1場勝利（非冒險）
task_config,800031,desc,對戰中至少召喚3個藍色平衡或綠色自然物品並獲得1場勝利（非冒險）
task_config,800032,desc,對戰中至少召喚3個藍色平衡或紫色混亂物品並獲得1場勝利（非冒險）
task_config,800033,desc,對戰中至少召喚3個藍色平衡或白色中立物品並獲得1場勝利（非冒險）
task_config,800034,desc,對戰中至少召喚3個綠色自然或紫色混亂物品並獲得1場勝利（非冒險）
task_config,800035,desc,對戰中至少召喚3個綠色自然或白色中立物品並獲得1場勝利（非冒險）
task_config,800036,desc,對戰中至少召喚3個紫色混亂或白色中立物品並獲得1場勝利（非冒險）
task_config,800037,desc,對戰中至少召喚4個紅色戰爭卡片並獲得1場勝利（非冒險）
task_config,800038,desc,對戰中至少召喚4個黃色命運卡片並獲得1場勝利（非冒險）
task_config,800039,desc,對戰中至少召喚4個藍色平衡卡片並獲得1場勝利（非冒險）
task_config,800040,desc,對戰中至少召喚4個綠色自然卡片並獲得1場勝利（非冒險）
task_config,800041,desc,對戰中至少召喚4個紫色混亂卡片並獲得1場勝利（非冒險）
task_config,800042,desc,對戰中至少召喚4個白色中立卡片並獲得1場勝利（非冒險）
task_config,800043,desc,對戰中至少召喚5個紅色戰爭或黃色命運卡片並獲得1場勝利（非冒險）
task_config,800044,desc,對戰中至少召喚5個紅色戰爭或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,800045,desc,對戰中至少召喚5個紅色戰爭或綠色自然卡片並獲得1場勝利（非冒險）
task_config,800046,desc,對戰中至少召喚5個紅色戰爭或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,800047,desc,對戰中至少召喚5個紅色戰爭或白色中立卡片並獲得1場勝利（非冒險）
task_config,800048,desc,對戰中至少召喚5個黃色命運或藍色平衡卡片並獲得1場勝利（非冒險）
task_config,800049,desc,對戰中至少召喚5個黃色命運或綠色自然卡片並獲得1場勝利（非冒險）
task_config,800050,desc,對戰中至少召喚5個黃色命運或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,800051,desc,對戰中至少召喚5個黃色命運或白色中立卡片並獲得1場勝利（非冒險）
task_config,800052,desc,對戰中至少召喚5個藍色平衡或綠色自然卡片並獲得1場勝利（非冒險）
task_config,800053,desc,對戰中至少召喚5個藍色平衡或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,800054,desc,對戰中至少召喚5個藍色平衡或白色中立卡片並獲得1場勝利（非冒險）
task_config,800055,desc,對戰中至少召喚5個綠色自然或紫色混亂卡片並獲得1場勝利（非冒險）
task_config,800056,desc,對戰中至少召喚5個綠色自然或白色中立卡片並獲得1場勝利（非冒險）
task_config,800057,desc,對戰中至少召喚5個紫色混亂或白色中立卡片並獲得1場勝利（非冒險）
task_config,800058,desc,對戰中贏得一場勝利（非冒險）
task_config,800059,desc,對戰中消滅6個怪物（非冒險）
task_config,800060,desc,對戰中使用6個物品（非冒險）
task_config,800061,desc,對戰中至少召喚4個費用2及以下的怪物（非冒險）
task_config,800062,desc,對戰中至少召喚5個費用3及以下的怪物（非冒險）
task_config,800063,desc,對戰中至少召喚6個費用4及以下的怪物（非冒險）
task_config,800064,desc,對戰中至少召喚5個費用2及以上的怪物（非冒險）
