ID,level_lower_limit,level_upper_limit,task_type,parm1,parm2,parm3,parm4,value,random_probability,reward_type1,reward_id1,reward_num1,reward_type2,reward_id2,reward_num2,desc
1100004,11,11,2,nature,monster,2,0,1,334,chest,48,1,resource,500001,10,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
1100005,11,11,2,chaos,monster,2,0,1,334,chest,48,1,resource,500001,10,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
1100006,11,11,2,war|fortune,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
1100007,11,11,2,war|balance,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
1100008,11,11,2,war|nature,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
1100009,11,11,2,war|chaos,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1100010,11,11,2,fortune|balance,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
1100011,11,11,2,fortune|nature,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
1100012,11,11,2,fortune|chaos,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1100013,11,11,2,balance|nature,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
1100014,11,11,2,balance|chaos,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1100015,11,11,2,nature|chaos,monster,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1100016,11,11,2,war,armor|equip|consume,2,0,1,334,chest,48,1,resource,500001,10,Use 2 War clan items(red) in Battle/Practice Mode and win
1100017,11,11,2,fortune,armor|equip|consume,2,0,1,334,chest,48,1,resource,500001,10,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
1100018,11,11,2,balance,armor|equip|consume,2,0,1,334,chest,48,1,resource,500001,10,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
1100019,11,11,2,nature,armor|equip|consume,2,0,1,334,chest,48,1,resource,500001,10,Use 2 Nature clan items(green) in Battle/Practice Mode and win
1100020,11,11,2,chaos,armor|equip|consume,2,0,1,334,chest,48,1,resource,500001,10,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
1100021,11,11,2,all,armor|equip|consume,2,0,1,334,chest,48,1,resource,500001,10,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
1100022,11,11,2,war|fortune,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
1100023,11,11,2,war|balance,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
1100024,11,11,2,war|nature,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
1100025,11,11,2,war|chaos,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
1100026,11,11,2,war|all,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
1100027,11,11,2,fortune|balance,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
1100028,11,11,2,fortune|nature,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
1100029,11,11,2,fortune|chaos,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
1100030,11,11,2,fortune|all,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
1100031,11,11,2,balance|nature,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
1100032,11,11,2,balance|chaos,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
1100033,11,11,2,balance|all,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
1100034,11,11,2,nature|chaos,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
1100035,11,11,2,nature|all,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
1100036,11,11,2,chaos|all,armor|equip|consume,3,0,1,334,chest,48,1,resource,500001,10,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
1100037,11,11,2,war,monster|armor|equip|consume,4,0,1,334,chest,48,1,resource,500001,10,Use 4 War clan items(red) in Battle/Practice Mode and win
1100038,11,11,2,fortune,monster|armor|equip|consume,4,0,1,334,chest,48,1,resource,500001,10,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
1100039,11,11,2,balance,monster|armor|equip|consume,4,0,1,334,chest,48,1,resource,500001,10,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
1100040,11,11,2,nature,monster|armor|equip|consume,4,0,1,334,chest,48,1,resource,500001,10,Use 4 Nature clan items(green) in Battle/Practice Mode and win
1100041,11,11,2,chaos,monster|armor|equip|consume,4,0,1,334,chest,48,1,resource,500001,10,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
1100042,11,11,2,all,monster|armor|equip|consume,4,0,1,334,chest,48,1,resource,500001,10,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
1100043,11,11,2,war|fortune,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
1100044,11,11,2,war|balance,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
1100045,11,11,2,war|nature,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
1100046,11,11,2,war|chaos,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
1100047,11,11,2,war|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
1100048,11,11,2,fortune|balance,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
1100049,11,11,2,fortune|nature,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
1100050,11,11,2,fortune|chaos,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
1100051,11,11,2,fortune|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
1100052,11,11,2,balance|nature,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
1100053,11,11,2,balance|chaos,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
1100054,11,11,2,balance|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
1100055,11,11,2,nature|chaos,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
1100056,11,11,2,nature|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
1100057,11,11,2,chaos|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
1100058,11,11,3,0,0,0,0,1,14962,chest,48,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1100059,11,11,4,0,0,0,0,6,15000,chest,48,1,resource,500001,10,Defeat 6 monsters in Battle/Practice Mode
1100060,11,11,5,0,0,0,0,6,15000,chest,48,1,resource,500001,10,Use 6 items in Battle/Practice Mode
1100061,11,11,6,0,monster,2,2,4,1000,chest,48,1,resource,500001,10,Summon 4 monsters cost 2 or less in Battle/Practice Mode
1100062,11,11,6,0,monster,3,2,5,1000,chest,48,1,resource,500001,10,Summon 5 monsters cost 3 or less in Battle/Practice Mode
1100063,11,11,6,0,monster,4,2,6,1000,chest,48,1,resource,500001,10,Summon 6 monsters cost 4 or less in Battle/Practice Mode
1100064,11,11,6,0,monster,2,1,5,1000,chest,48,1,resource,500001,10,Summon 5 monsters cost 2 or more in Battle/Practice Mode
1100065,11,11,6,0,monster,3,1,4,1000,chest,48,1,resource,500001,10,Summon 4 monsters cost 3 or more in Battle/Practice Mode
1100066,11,11,6,0,monster,4,1,3,1000,chest,48,1,resource,500001,10,Summon 3 monsters cost 4 or more in Battle/Practice Mode
1100067,11,11,3,0,0,0,0,1,1000,chest,48,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1100068,11,11,6,0,armor|equip|consume,2,2,4,1000,chest,48,1,resource,500001,10,Use 4 items cost 2 or less in Battle/Practice Mode
1100069,11,11,6,0,armor|equip|consume,3,2,5,1000,chest,48,1,resource,500001,10,Use 5 items cost 3 or less in Battle/Practice Mode
1100070,11,11,6,0,armor|equip|consume,4,2,6,1000,chest,48,1,resource,500001,10,Use 6 items cost 4 or less in Battle/Practice Mode
1100071,11,11,6,0,armor|equip|consume,2,1,5,1000,chest,48,1,resource,500001,10,Use 5 items cost 2 or more in Battle/Practice Mode
1100072,11,11,6,0,armor|equip|consume,3,1,4,1000,chest,48,1,resource,500001,10,Use 4 items cost 3 or more in Battle/Practice Mode
1100073,11,11,6,0,armor|equip|consume,4,1,3,1000,chest,48,1,resource,500001,10,Use 3 items cost 4 or more in Battle/Practice Mode
1100074,11,11,3,0,0,0,0,1,1000,chest,48,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1100075,11,11,6,0,monster|armor|equip|consume,2,2,4,1000,chest,48,1,resource,500001,10,Use 4 cards cost 2 or less in Battle/Practice Mode
1100076,11,11,6,0,monster|armor|equip|consume,3,2,5,1000,chest,48,1,resource,500001,10,Use 5 cards cost 3 or less in Battle/Practice Mode
1100077,11,11,6,0,monster|armor|equip|consume,4,2,6,1000,chest,48,1,resource,500001,10,Use 6 cards cost 4 or less in Battle/Practice Mode
1100078,11,11,6,0,monster|armor|equip|consume,2,1,5,1000,chest,48,1,resource,500001,10,Use 5 cards cost 2 or more in Battle/Practice Mode
1100079,11,11,6,0,monster|armor|equip|consume,3,1,4,1000,chest,48,1,resource,500001,10,Use 4 cards cost 3 or more in Battle/Practice Mode
1100080,11,11,6,0,monster|armor|equip|consume,4,1,3,1000,chest,48,1,resource,500001,10,Use 3 cards cost 4 or more in Battle/Practice Mode
1100081,11,11,3,0,0,0,0,1,1000,chest,48,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1100082,11,11,8,0,0,0,0,2,15000,chest,48,1,resource,500001,10,Win 2 matches in Advance Mode
1200001,12,12,2,war,monster,2,0,1,334,chest,49,1,resource,500001,10,Summon 2 War clan cards(red) in Battle/Practice Mode and win
1200002,12,12,2,fortune,monster,2,0,1,334,chest,49,1,resource,500001,10,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
1200003,12,12,2,balance,monster,2,0,1,334,chest,49,1,resource,500001,10,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
1200004,12,12,2,nature,monster,2,0,1,334,chest,49,1,resource,500001,10,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
1200005,12,12,2,chaos,monster,2,0,1,334,chest,49,1,resource,500001,10,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
1200006,12,12,2,war|fortune,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
1200007,12,12,2,war|balance,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
1200008,12,12,2,war|nature,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
1200009,12,12,2,war|chaos,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1200010,12,12,2,fortune|balance,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
1200011,12,12,2,fortune|nature,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
1200012,12,12,2,fortune|chaos,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1200013,12,12,2,balance|nature,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
1200014,12,12,2,balance|chaos,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1200015,12,12,2,nature|chaos,monster,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Nature clan monsters(green) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1200016,12,12,2,war,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,Use 2 War clan items(red) in Battle/Practice Mode and win
1200017,12,12,2,fortune,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,Use 2 Fortune clan items(yellow) in Battle/Practice Mode and win
1200018,12,12,2,balance,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,Use 2 Balance clan items(blue) in Battle/Practice Mode and win
1200019,12,12,2,nature,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,Use 2 Nature clan items(green) in Battle/Practice Mode and win
1200020,12,12,2,chaos,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,Use 2 Chaos clan items(purple) in Battle/Practice Mode and win
1200021,12,12,2,all,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,Use 2 Neutral clan items(white) in Battle/Practice Mode and win
1200022,12,12,2,war|fortune,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 War clan items(red) or Fortune clan items(yellow) in Battle/Practice Mode and win
1200023,12,12,2,war|balance,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 War clan items(red) or Balance clan items(blue) in Battle/Practice Mode and win
1200024,12,12,2,war|nature,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 War clan items(red) or Nature clan items(green) in Battle/Practice Mode and win
1200025,12,12,2,war|chaos,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 War clan items(red) or Chaos clan items(purple) in Battle/Practice Mode and win
1200026,12,12,2,war|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 War clan items(red) or Neutral clan items(white) in Battle/Practice Mode and win
1200027,12,12,2,fortune|balance,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Balance clan items(blue) in Battle/Practice Mode and win
1200028,12,12,2,fortune|nature,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Nature clan items(green) in Battle/Practice Mode and win
1200029,12,12,2,fortune|chaos,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Chaos clan items(purple) in Battle/Practice Mode and win
1200030,12,12,2,fortune|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Fortune clan items(yellow) or Neutral clan items(white) in Battle/Practice Mode and win
1200031,12,12,2,balance|nature,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Balance clan items(blue) or Nature clan items(green) in Battle/Practice Mode and win
1200032,12,12,2,balance|chaos,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Balance clan items(blue) or Chaos clan items(purple) in Battle/Practice Mode and win
1200033,12,12,2,balance|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Balance clan items(blue) or Neutral clan items(white) in Battle/Practice Mode and win
1200034,12,12,2,nature|chaos,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Nature clan items(green) or Chaos clan items(purple) in Battle/Practice Mode and win
1200035,12,12,2,nature|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Nature clan items(green) or Neutral clan items(white) in Battle/Practice Mode and win
1200036,12,12,2,chaos|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,Use 3 Chaos clan items(purple) or Neutral clan items(white) in Battle/Practice Mode and win
1200037,12,12,2,war,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,Use 4 War clan items(red) in Battle/Practice Mode and win
1200038,12,12,2,fortune,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,Use 4 Fortune clan items(yellow) in Battle/Practice Mode and win
1200039,12,12,2,balance,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,Use 4 Balance clan items(blue) in Battle/Practice Mode and win
1200040,12,12,2,nature,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,Use 4 Nature clan items(green) in Battle/Practice Mode and win
1200041,12,12,2,chaos,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,Use 4 Chaos clan items(purple) in Battle/Practice Mode and win
1200042,12,12,2,all,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,Use 4 Neutral clan items(white) in Battle/Practice Mode and win
1200043,12,12,2,war|fortune,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 War clan cards(red) or Fortune clan cards(yellow) in Battle/Practice Mode and win
1200044,12,12,2,war|balance,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 War clan cards(red) or Balance clan cards(blue) in Battle/Practice Mode and win
1200045,12,12,2,war|nature,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 War clan cards(red) or Nature clan cards(green) in Battle/Practice Mode and win
1200046,12,12,2,war|chaos,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 War clan cards(red) or Chaos clan cards(purple) in Battle/Practice Mode and win
1200047,12,12,2,war|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 War clan cards(red) or Neutral clan cards(white) in Battle/Practice Mode and win
1200048,12,12,2,fortune|balance,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Balance clan cards(blue) in Battle/Practice Mode and win
1200049,12,12,2,fortune|nature,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Nature clan cards(green) in Battle/Practice Mode and win
1200050,12,12,2,fortune|chaos,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Chaos clan cards(purple) in Battle/Practice Mode and win
1200051,12,12,2,fortune|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Fortune clan cards(yellow) or Neutral clan cards(white) in Battle/Practice Mode and win
1200052,12,12,2,balance|nature,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Balance clan cards(blue) or Nature clan cards(green) in Battle/Practice Mode and win
1200053,12,12,2,balance|chaos,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Balance clan cards(blue) or Chaos clan cards(purple) in Battle/Practice Mode and win
1200054,12,12,2,balance|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Balance clan cards(blue) or Neutral clan cards(white) in Battle/Practice Mode and win
1200055,12,12,2,nature|chaos,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Nature clan cards(green) or Chaos clan cards(purple) in Battle/Practice Mode and win
1200056,12,12,2,nature|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Nature clan cards(green) or Neutral clan cards(white) in Battle/Practice Mode and win
1200057,12,12,2,chaos|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,Use 5 Chaos clan cards(purple) or Neutral clan cards(white) in Battle/Practice Mode and win
1200058,12,12,3,0,0,0,0,1,14962,chest,49,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1200059,12,12,4,0,0,0,0,6,15000,chest,49,1,resource,500001,10,Defeat 6 monsters in Battle/Practice Mode
1200060,12,12,5,0,0,0,0,6,15000,chest,49,1,resource,500001,10,Use 6 items in Battle/Practice Mode
1200061,12,12,6,0,monster,2,2,4,1000,chest,49,1,resource,500001,10,Summon 4 monsters cost 2 or less in Battle/Practice Mode
1200062,12,12,6,0,monster,3,2,5,1000,chest,49,1,resource,500001,10,Summon 5 monsters cost 3 or less in Battle/Practice Mode
1200063,12,12,6,0,monster,4,2,6,1000,chest,49,1,resource,500001,10,Summon 6 monsters cost 4 or less in Battle/Practice Mode
1200064,12,12,6,0,monster,2,1,5,1000,chest,49,1,resource,500001,10,Summon 5 monsters cost 2 or more in Battle/Practice Mode
1200065,12,12,6,0,monster,3,1,4,1000,chest,49,1,resource,500001,10,Summon 4 monsters cost 3 or more in Battle/Practice Mode
1200066,12,12,6,0,monster,4,1,3,1000,chest,49,1,resource,500001,10,Summon 3 monsters cost 4 or more in Battle/Practice Mode
1200067,12,12,3,0,0,0,0,1,1000,chest,49,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1200068,12,12,6,0,armor|equip|consume,2,2,4,1000,chest,49,1,resource,500001,10,Use 4 items cost 2 or less in Battle/Practice Mode
1200069,12,12,6,0,armor|equip|consume,3,2,5,1000,chest,49,1,resource,500001,10,Use 5 items cost 3 or less in Battle/Practice Mode
1200070,12,12,6,0,armor|equip|consume,4,2,6,1000,chest,49,1,resource,500001,10,Use 6 items cost 4 or less in Battle/Practice Mode
1200071,12,12,6,0,armor|equip|consume,2,1,5,1000,chest,48,1,resource,500001,10,Use 5 items cost 2 or more in Battle/Practice Mode
1200072,12,12,6,0,armor|equip|consume,3,1,4,1000,chest,49,1,resource,500001,10,Use 4 items cost 3 or more in Battle/Practice Mode
1200073,12,12,6,0,armor|equip|consume,4,1,3,1000,chest,49,1,resource,500001,10,Use 3 items cost 4 or more in Battle/Practice Mode
1200074,12,12,3,0,0,0,0,1,1000,chest,49,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1200075,12,12,6,0,monster|armor|equip|consume,2,2,4,1000,chest,49,1,resource,500001,10,Use 4 cards cost 2 or less in Battle/Practice Mode
1200076,12,12,6,0,monster|armor|equip|consume,3,2,5,1000,chest,49,1,resource,500001,10,Use 5 cards cost 3 or less in Battle/Practice Mode
1200077,12,12,6,0,monster|armor|equip|consume,4,2,6,1000,chest,49,1,resource,500001,10,Use 6 cards cost 4 or less in Battle/Practice Mode
1200078,12,12,6,0,monster|armor|equip|consume,2,1,5,1000,chest,49,1,resource,500001,10,Use 5 cards cost 2 or more in Battle/Practice Mode
1200079,12,12,6,0,monster|armor|equip|consume,3,1,4,1000,chest,49,1,resource,500001,10,Use 4 cards cost 3 or more in Battle/Practice Mode
1200080,12,12,6,0,monster|armor|equip|consume,4,1,3,1000,chest,49,1,resource,500001,10,Use 3 cards cost 4 or more in Battle/Practice Mode
1200081,12,12,3,0,0,0,0,1,1000,chest,49,1,resource,500001,10,Win 1 match in Battle/Practice Mode
1200082,12,12,8,0,0,0,0,2,15000,chest,49,1,resource,500001,10,Win 2 matches in Advance Mode
1300001,13,13,2,war,monster,2,0,1,334,chest,50,1,resource,500001,10,Summon 2 War clan cards(red) in Battle/Practice Mode and win
1300002,13,13,2,fortune,monster,2,0,1,334,chest,50,1,resource,500001,10,Summon 2 Fortune clan cards(yellow) in Battle/Practice Mode and win
1300003,13,13,2,balance,monster,2,0,1,334,chest,50,1,resource,500001,10,Summon 2 Balance clan cards(blue) in Battle/Practice Mode and win
1300004,13,13,2,nature,monster,2,0,1,334,chest,50,1,resource,500001,10,Summon 2 Nature clan cards(green) in Battle/Practice Mode and win
1300005,13,13,2,chaos,monster,2,0,1,334,chest,50,1,resource,500001,10,Summon 2 Chaos clan cards(purple) in Battle/Practice Mode and win
1300006,13,13,2,war|fortune,monster,3,0,1,334,chest,50,1,resource,500001,10,Use 3 War clan monsters(red) or Fortune clan monsters(yellow) in Battle/Practice Mode and win
1300007,13,13,2,war|balance,monster,3,0,1,334,chest,50,1,resource,500001,10,Use 3 War clan monsters(red) or Balance clan monsters(blue) in Battle/Practice Mode and win
1300008,13,13,2,war|nature,monster,3,0,1,334,chest,50,1,resource,500001,10,Use 3 War clan monsters(red) or Nature clan monsters(green) in Battle/Practice Mode and win
1300009,13,13,2,war|chaos,monster,3,0,1,334,chest,50,1,resource,500001,10,Use 3 War clan monsters(red) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1300010,13,13,2,fortune|balance,monster,3,0,1,334,chest,50,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Balance clan monsters(blue) in Battle/Practice Mode and win
1300011,13,13,2,fortune|nature,monster,3,0,1,334,chest,50,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Nature clan monsters(green) in Battle/Practice Mode and win
1300012,13,13,2,fortune|chaos,monster,3,0,1,334,chest,50,1,resource,500001,10,Use 3 Fortuen clan monsters(yellow) or Chaos clan monsters(purple) in Battle/Practice Mode and win
1300013,13,13,2,balance|nature,monster,3,0,1,334,chest,50,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Nature clan monsters(green) in Battle/Practice Mode and win
1300014,13,13,2,balance|chaos,monster,3,0,1,334,chest,50,1,resource,500001,10,Use 3 Balance clan monsters(blue) or Chaos clan monsters(purple) in Battle/Practice Mode and win
