ID,group_id,level,name,type,quality,kind,hp,flags,res_path,cost,score,deck_limit,p1n,p1v,p2n,p2v,p3n,p3v
150055,15005,5,Zombull,monster,rare,chaos,9,1,zombull,3,240,2,melee,2,disease,3,drain_crystal,2
150056,15005,6,Zombull,monster,rare,chaos,10,1,zombull,3,280,2,melee,2,disease,4,drain_crystal,2
150061,15006,1,Skeleton,monster,rare,chaos,5,1,skeleton,3,80,2,melee,2,disarm,1,,
150062,15006,2,Skeleton,monster,rare,chaos,6,1,skeleton,3,120,2,melee,2,disarm,2,,
150063,15006,3,Skeleton,monster,rare,chaos,7,1,skeleton,3,160,2,melee,2,disarm,2,disease,1
150064,15006,4,Skeleton,monster,rare,chaos,8,1,skeleton,3,200,2,melee,2,disarm,3,disease,1
150065,15006,5,Skeleton,monster,rare,chaos,9,1,skeleton,3,240,2,melee,2,disarm,3,disease,2
150066,15006,6,Skeleton,monster,rare,chaos,10,1,skeleton,3,280,2,melee,2,disarm,4,disease,2
150071,15007,1,Acolyte,monster,rarity,chaos,5,1,acolyte,3,160,2,magic,1,demoralize,1,,
150072,15007,2,Acolyte,monster,rarity,chaos,6,1,acolyte,3,240,2,magic,1,demoralize,2,,
150073,15007,3,Acolyte,monster,rarity,chaos,7,1,acolyte,3,320,2,magic,1,demoralize,2,disease,1
150074,15007,4,Acolyte,monster,rarity,chaos,8,1,acolyte,3,400,2,magic,1,demoralize,3,disease,2
150075,15007,5,Acolyte,monster,rarity,chaos,9,1,acolyte,3,480,2,magic,1,demoralize,3,disease,2
150076,15007,6,Acolyte,monster,rarity,chaos,10,1,acolyte,3,560,2,magic,1,demoralize,4,disease,3
150077,15007,7,Acolyte,monster,rarity,chaos,10,1,acolyte,3,640,2,magic,1,demoralize,4,disease,3
150081,15008,1,Demon Dwarf,monster,rarity,chaos,5,1,demon_dwarf,3,160,2,melee,1,demoralize,1,,
150082,15008,2,Demon Dwarf,monster,rarity,chaos,6,1,demon_dwarf,3,240,2,melee,1,demoralize,2,,
150083,15008,3,Demon Dwarf,monster,rarity,chaos,7,1,demon_dwarf,3,320,2,melee,1,demoralize,2,disease,1
150084,15008,4,Demon Dwarf,monster,rarity,chaos,8,1,demon_dwarf,3,400,2,melee,1,demoralize,3,disease,2
150085,15008,5,Demon Dwarf,monster,rarity,chaos,9,1,demon_dwarf,3,480,2,melee,1,demoralize,3,disease,2
150086,15008,6,Demon Dwarf,monster,rarity,chaos,10,1,demon_dwarf,3,560,2,melee,1,demoralize,4,disease,3
150087,15008,7,Demon Dwarf,monster,rarity,chaos,10,1,demon_dwarf,3,640,2,melee,1,demoralize,4,disease,3
150091,15009,1,Musculard,monster,epic,chaos,5,1,musculard,3,320,2,melee,1,demoralize,1,,
150092,15009,2,Musculard,monster,epic,chaos,6,1,musculard,3,480,2,melee,1,demoralize,2,thorns,1
150093,15009,3,Musculard,monster,epic,chaos,7,1,musculard,3,640,2,melee,1,demoralize,2,thorns,2
150094,15009,4,Musculard,monster,epic,chaos,8,1,musculard,3,800,2,melee,1,demoralize,3,thorns,2
150095,15009,5,Musculard,monster,epic,chaos,9,1,musculard,3,960,2,melee,1,demoralize,3,thorns,3
150096,15009,6,Musculard,monster,epic,chaos,10,1,musculard,3,1120,2,melee,1,demoralize,4,thorns,3
150097,15009,7,Musculard,monster,epic,chaos,10,1,musculard,3,1280,2,melee,1,demoralize,4,thorns,4
150098,15009,8,Musculard,monster,epic,chaos,10,1,musculard,3,1440,2,melee,1,demoralize,5,thorns,4
150101,15010,1,Sky Drake,monster,rare,chaos,5,1,sky_drake,3,80,2,melee,2,stealth,1,,
150102,15010,2,Sky Drake,monster,rare,chaos,6,1,sky_drake,3,120,2,melee,2,stealth,2,,
150103,15010,3,Sky Drake,monster,rare,chaos,7,1,sky_drake,3,160,2,melee,2,stealth,2,demoralize,1
150104,15010,4,Sky Drake,monster,rare,chaos,8,1,sky_drake,3,200,2,melee,2,stealth,3,demoralize,1
150105,15010,5,Sky Drake,monster,rare,chaos,9,1,sky_drake,3,240,2,melee,2,stealth,3,demoralize,2
150106,15010,6,Sky Drake,monster,rare,chaos,10,1,sky_drake,3,280,2,melee,2,stealth,4,demoralize,2
150111,15011,1,Dungeonmaster,monster,epic,chaos,4,1,dungeonmaster,2,320,2,magic,1,disarm,1,,
150112,15011,2,Dungeonmaster,monster,epic,chaos,5,1,dungeonmaster,2,480,2,magic,1,disarm,2,drain_crystal,1
150113,15011,3,Dungeonmaster,monster,epic,chaos,6,1,dungeonmaster,2,640,2,magic,1,disarm,2,drain_crystal,2
150114,15011,4,Dungeonmaster,monster,epic,chaos,7,1,dungeonmaster,2,800,2,magic,1,disarm,3,drain_crystal,2
150115,15011,5,Dungeonmaster,monster,epic,chaos,8,1,dungeonmaster,2,960,2,magic,1,disarm,3,drain_crystal,3
150116,15011,6,Dungeonmaster,monster,epic,chaos,8,1,dungeonmaster,2,1120,2,magic,1,disarm,4,drain_crystal,3
150117,15011,7,Dungeonmaster,monster,epic,chaos,8,1,dungeonmaster,2,1280,2,magic,1,disarm,4,drain_crystal,4
150118,15011,8,Dungeonmaster,monster,epic,chaos,8,1,dungeonmaster,2,1440,2,magic,1,disarm,5,drain_crystal,4
150121,15012,1,Giantrat,monster,rarity,chaos,5,1,giantrat,3,160,2,melee,1,disease,1,,
150122,15012,2,Giantrat,monster,rarity,chaos,6,1,giantrat,3,240,2,melee,1,disease,2,,
150123,15012,3,Giantrat,monster,rarity,chaos,7,1,giantrat,3,320,2,melee,1,disease,2,demoralize,1
150124,15012,4,Giantrat,monster,rarity,chaos,8,1,giantrat,3,400,2,melee,1,disease,3,demoralize,2
150125,15012,5,Giantrat,monster,rarity,chaos,9,1,giantrat,3,480,2,melee,1,disease,3,demoralize,2
150126,15012,6,Giantrat,monster,rarity,chaos,10,1,giantrat,3,560,2,melee,1,disease,4,demoralize,3
150127,15012,7,Giantrat,monster,rarity,chaos,10,1,giantrat,3,640,2,melee,1,disease,4,demoralize,3
150131,15013,1,Whisp,monster,rarity,chaos,5,1,whisp,3,160,2,magic,1,stealth,1,,
150132,15013,2,Whisp,monster,rarity,chaos,6,1,whisp,3,240,2,magic,1,stealth,2,,
150133,15013,3,Whisp,monster,rarity,chaos,7,1,whisp,3,320,2,magic,1,stealth,2,drain_crystal,1
150134,15013,4,Whisp,monster,rarity,chaos,8,1,whisp,3,400,2,magic,1,stealth,3,drain_crystal,2
150135,15013,5,Whisp,monster,rarity,chaos,9,1,whisp,3,480,2,magic,1,stealth,3,drain_crystal,2
150136,15013,6,Whisp,monster,rarity,chaos,10,1,whisp,3,560,2,magic,1,stealth,4,drain_crystal,3
150137,15013,7,Whisp,monster,rarity,chaos,10,1,whisp,3,640,2,magic,1,stealth,4,drain_crystal,3
150141,15014,1,Blue Dragon,monster,epic,chaos,7,1,blue_dragon,5,320,2,magic,2,demoralize,2,,
150142,15014,2,Blue Dragon,monster,epic,chaos,8,1,blue_dragon,5,480,2,magic,2,demoralize,3,disarm,2
150143,15014,3,Blue Dragon,monster,epic,chaos,9,1,blue_dragon,5,640,2,magic,2,demoralize,3,disarm,3
150144,15014,4,Blue Dragon,monster,epic,chaos,10,1,blue_dragon,5,800,2,magic,2,demoralize,4,disarm,3
150145,15014,5,Blue Dragon,monster,epic,chaos,11,1,blue_dragon,5,960,2,magic,2,demoralize,4,disarm,4
150146,15014,6,Blue Dragon,monster,epic,chaos,12,1,blue_dragon,5,1120,2,magic,2,demoralize,5,disarm,4
150147,15014,7,Blue Dragon,monster,epic,chaos,13,1,blue_dragon,5,1280,2,magic,2,demoralize,5,disarm,5
150148,15014,8,Blue Dragon,monster,epic,chaos,13,1,blue_dragon,5,1440,2,magic,2,demoralize,6,disarm,5
150151,15015,1,Aeon,monster,rarity,chaos,4,1,aeon,2,160,2,magic,1,demoralize,1,,
150152,15015,2,Aeon,monster,rarity,chaos,5,1,aeon,2,240,2,magic,1,demoralize,2,,
150153,15015,3,Aeon,monster,rarity,chaos,6,1,aeon,2,320,2,magic,1,demoralize,2,stealth,1
150154,15015,4,Aeon,monster,rarity,chaos,7,1,aeon,2,400,2,magic,1,demoralize,3,stealth,2
150155,15015,5,Aeon,monster,rarity,chaos,8,1,aeon,2,480,2,magic,1,demoralize,3,stealth,2
150156,15015,6,Aeon,monster,rarity,chaos,8,1,aeon,2,560,2,magic,1,demoralize,4,stealth,3
150157,15015,7,Aeon,monster,rarity,chaos,8,1,aeon,2,640,2,magic,1,demoralize,4,stealth,3
150161,15016,1,Arcane Garbage,monster,normal,chaos,4,1,arcane_garbage,2,40,2,magic,2,demoralize,1,,
150162,15016,2,Arcane Garbage,monster,normal,chaos,5,1,arcane_garbage,2,60,2,magic,2,demoralize,1,,
150163,15016,3,Arcane Garbage,monster,normal,chaos,6,1,arcane_garbage,2,80,2,magic,2,demoralize,2,,
150164,15016,4,Arcane Garbage,monster,normal,chaos,7,1,arcane_garbage,2,100,2,magic,2,demoralize,2,,
150165,15016,5,Arcane Garbage,monster,normal,chaos,8,1,arcane_garbage,2,120,2,magic,2,demoralize,3,,
150171,15017,1,Big Pliers,monster,normal,chaos,5,1,big_pliers,3,80,2,melee,2,disarm,1,,
150172,15017,2,Big Pliers,monster,normal,chaos,6,1,big_pliers,3,120,2,melee,2,disarm,1,,
150173,15017,3,Big Pliers,monster,normal,chaos,7,1,big_pliers,3,160,2,melee,2,disarm,2,,
150174,15017,4,Big Pliers,monster,normal,chaos,8,1,big_pliers,3,200,2,melee,2,disarm,2,,
150175,15017,5,Big Pliers,monster,normal,chaos,9,1,big_pliers,3,240,2,melee,2,disarm,3,,
150181,15018,1,Naughty Imp,monster,rare,chaos,4,1,naughty_imp,2,80,2,melee,2,stealth,1,,
150182,15018,2,Naughty Imp,monster,rare,chaos,5,1,naughty_imp,2,120,2,melee,2,stealth,2,,
150183,15018,3,Naughty Imp,monster,rare,chaos,6,1,naughty_imp,2,160,2,melee,2,stealth,2,disarm,1
150184,15018,4,Naughty Imp,monster,rare,chaos,7,1,naughty_imp,2,200,2,melee,2,stealth,3,disarm,1
150185,15018,5,Naughty Imp,monster,rare,chaos,8,1,naughty_imp,2,240,2,melee,2,stealth,3,disarm,2
150186,15018,6,Naughty Imp,monster,rare,chaos,8,1,naughty_imp,2,280,2,melee,2,stealth,4,disarm,2
150191,15019,1,Mad Dwarf,monster,rare,chaos,4,1,mad_dwarf,2,80,2,melee,2,demoralize,1,,
150192,15019,2,Mad Dwarf,monster,rare,chaos,5,1,mad_dwarf,2,120,2,melee,2,demoralize,2,,
150193,15019,3,Mad Dwarf,monster,rare,chaos,6,1,mad_dwarf,2,160,2,melee,2,demoralize,2,counter,1
150194,15019,4,Mad Dwarf,monster,rare,chaos,7,1,mad_dwarf,2,200,2,melee,2,demoralize,3,counter,1
150195,15019,5,Mad Dwarf,monster,rare,chaos,8,1,mad_dwarf,2,240,2,melee,2,demoralize,3,counter,2
150196,15019,6,Mad Dwarf,monster,rare,chaos,8,1,mad_dwarf,2,280,2,melee,2,demoralize,4,counter,2
21001,21001,1,Plain Clothes,armor,normal,war,2,1,plain_clothes,1,70,2,rally,1,,,,
210011,21001,2,Plain Clothes,armor,normal,war,4,1,plain_clothes,1,140,2,rally,1,,,,
210012,21001,3,Plain Clothes,armor,normal,war,6,1,plain_clothes,1,210,2,rally,1,,,,
22001,22001,1,Plain Clothes,armor,normal,fortune,2,1,plain_clothes,1,70,2,drain_crystal,1,,,,
220011,22001,2,Plain Clothes,armor,normal,fortune,4,1,plain_clothes,1,140,2,drain_crystal,1,,,,
220012,22001,3,Plain Clothes,armor,normal,fortune,6,1,plain_clothes,1,210,2,drain_crystal,1,,,,
23001,23001,1,Plain Clothes,armor,normal,balance,2,1,plain_clothes,1,70,2,mshield,1,,,,
230011,23001,2,Plain Clothes,armor,normal,balance,4,1,plain_clothes,1,140,2,mshield,1,,,,
230012,23001,3,Plain Clothes,armor,normal,balance,6,1,plain_clothes,1,210,2,mshield,1,,,,
24001,24001,1,Plain Clothes,armor,normal,nature,2,1,plain_clothes,1,70,2,thorns,1,,,,
240011,24001,2,Plain Clothes,armor,normal,nature,4,1,plain_clothes,1,140,2,thorns,1,,,,
240012,24001,3,Plain Clothes,armor,normal,nature,6,1,plain_clothes,1,210,2,thorns,1,,,,
25001,25001,1,Plain Clothes,armor,normal,chaos,2,1,plain_clothes,1,70,2,disease,1,,,,
250011,25001,2,Plain Clothes,armor,normal,chaos,4,1,plain_clothes,1,140,2,disease,1,,,,
250012,25001,3,Plain Clothes,armor,normal,chaos,6,1,plain_clothes,1,210,2,disease,1,,,,
26001,26001,1,Plain Clothes,armor,normal,all,2,1,plain_clothes,2,70,2,,,,,,
260011,26001,2,Plain Clothes,armor,normal,all,4,1,plain_clothes,2,140,2,,,,,,
260012,26001,3,Plain Clothes,armor,normal,all,6,1,plain_clothes,2,210,2,,,,,,
21002,21002,1,Metal Cap,armor,normal,war,3,1,metal_cap,2,70,2,rally,1,,,,
210021,21002,2,Metal Cap,armor,normal,war,5,1,metal_cap,2,140,2,rally,1,,,,
210022,21002,3,Metal Cap,armor,normal,war,7,1,metal_cap,2,210,2,rally,1,,,,
22002,22002,1,Metal Cap,armor,normal,fortune,3,1,metal_cap,2,70,2,drain_crystal,1,,,,
220021,22002,2,Metal Cap,armor,normal,fortune,5,1,metal_cap,2,140,2,drain_crystal,1,,,,
220022,22002,3,Metal Cap,armor,normal,fortune,7,1,metal_cap,2,210,2,drain_crystal,1,,,,
23002,23002,1,Metal Cap,armor,normal,balance,3,1,metal_cap,2,70,2,mshield,1,,,,
230021,23002,2,Metal Cap,armor,normal,balance,5,1,metal_cap,2,140,2,mshield,1,,,,
230022,23002,3,Metal Cap,armor,normal,balance,7,1,metal_cap,2,210,2,mshield,1,,,,
24002,24002,1,Metal Cap,armor,normal,nature,3,1,metal_cap,2,70,2,thorns,1,,,,
240021,24002,2,Metal Cap,armor,normal,nature,5,1,metal_cap,2,140,2,thorns,1,,,,
240022,24002,3,Metal Cap,armor,normal,nature,7,1,metal_cap,2,210,2,thorns,1,,,,
25002,25002,1,Metal Cap,armor,normal,chaos,3,1,metal_cap,2,70,2,disease,1,,,,
250021,25002,2,Metal Cap,armor,normal,chaos,5,1,metal_cap,2,140,2,disease,1,,,,
250022,25002,3,Metal Cap,armor,normal,chaos,7,1,metal_cap,2,210,2,disease,1,,,,
26002,26002,1,Metal Cap,armor,normal,all,3,1,metal_cap,3,70,2,,,,,,
260021,26002,2,Metal Cap,armor,normal,all,5,1,metal_cap,3,140,2,,,,,,
260022,26002,3,Metal Cap,armor,normal,all,7,1,metal_cap,3,210,2,,,,,,
21003,21003,1,Spiked Leggings,armor,normal,war,3,1,spiked_leggings,3,70,2,thorns,1,rally,1,,
210031,21003,2,Spiked Leggings,armor,normal,war,5,1,spiked_leggings,3,140,2,thorns,1,rally,1,,
210032,21003,3,Spiked Leggings,armor,normal,war,6,1,spiked_leggings,3,210,2,thorns,2,rally,1,,
22003,22003,1,Spiked Leggings,armor,normal,fortune,3,1,spiked_leggings,3,70,2,thorns,1,drain_crystal,1,,
220031,22003,2,Spiked Leggings,armor,normal,fortune,5,1,spiked_leggings,3,140,2,thorns,1,drain_crystal,1,,
220032,22003,3,Spiked Leggings,armor,normal,fortune,6,1,spiked_leggings,3,210,2,thorns,2,drain_crystal,1,,
23003,23003,1,Spiked Leggings,armor,normal,balance,3,1,spiked_leggings,3,70,2,thorns,1,mshield,1,,
230031,23003,2,Spiked Leggings,armor,normal,balance,5,1,spiked_leggings,3,140,2,thorns,1,mshield,1,,
230032,23003,3,Spiked Leggings,armor,normal,balance,6,1,spiked_leggings,3,210,2,thorns,2,mshield,1,,
24003,24003,1,Spiked Leggings,armor,normal,nature,3,1,spiked_leggings,3,70,2,thorns,2,,,,
240031,24003,2,Spiked Leggings,armor,normal,nature,5,1,spiked_leggings,3,140,2,thorns,2,,,,
240032,24003,3,Spiked Leggings,armor,normal,nature,6,1,spiked_leggings,3,210,2,thorns,3,,,,
25003,25003,1,Spiked Leggings,armor,normal,chaos,3,1,spiked_leggings,3,70,2,thorns,1,disease,1,,
250031,25003,2,Spiked Leggings,armor,normal,chaos,5,1,spiked_leggings,3,140,2,thorns,1,disease,1,,
250032,25003,3,Spiked Leggings,armor,normal,chaos,6,1,spiked_leggings,3,210,2,thorns,2,disease,1,,
26003,26003,1,Spiked Leggings,armor,normal,all,3,1,spiked_leggings,4,70,2,thorns,1,,,,
260031,26003,2,Spiked Leggings,armor,normal,all,5,1,spiked_leggings,4,140,2,thorns,1,,,,
260032,26003,3,Spiked Leggings,armor,normal,all,6,1,spiked_leggings,4,210,2,thorns,2,,,,
21004,21004,1,Heavy Gloves,armor,normal,war,3,1,heavy_gloves,4,70,2,reach,0,rally,2,,
210041,21004,2,Heavy Gloves,armor,normal,war,5,1,heavy_gloves,4,140,2,reach,0,rally,2,,
210042,21004,3,Heavy Gloves,armor,normal,war,6,1,heavy_gloves,4,210,2,reach,0,rally,2,,
22004,22004,1,Heavy Gloves,armor,normal,fortune,3,1,heavy_gloves,4,70,2,reach,0,drain_crystal,2,,
220041,22004,2,Heavy Gloves,armor,normal,fortune,5,1,heavy_gloves,4,140,2,reach,0,drain_crystal,2,,
220042,22004,3,Heavy Gloves,armor,normal,fortune,6,1,heavy_gloves,4,210,2,reach,0,drain_crystal,2,,
23004,23004,1,Heavy Gloves,armor,normal,balance,3,1,heavy_gloves,4,70,2,reach,0,mshield,2,,
230041,23004,2,Heavy Gloves,armor,normal,balance,5,1,heavy_gloves,4,140,2,reach,0,mshield,2,,
230042,23004,3,Heavy Gloves,armor,normal,balance,6,1,heavy_gloves,4,210,2,reach,0,mshield,2,,
24004,24004,1,Heavy Gloves,armor,normal,nature,3,1,heavy_gloves,4,70,2,reach,0,thorns,2,,
240041,24004,2,Heavy Gloves,armor,normal,nature,5,1,heavy_gloves,4,140,2,reach,0,thorns,2,,
240042,24004,3,Heavy Gloves,armor,normal,nature,6,1,heavy_gloves,4,210,2,reach,0,thorns,2,,
25004,25004,1,Heavy Gloves,armor,normal,chaos,3,1,heavy_gloves,4,70,2,reach,0,disease,2,,
250041,25004,2,Heavy Gloves,armor,normal,chaos,5,1,heavy_gloves,4,140,2,reach,0,disease,2,,
250042,25004,3,Heavy Gloves,armor,normal,chaos,6,1,heavy_gloves,4,210,2,reach,0,disease,2,,
26004,26004,1,Heavy Gloves,armor,normal,all,3,1,heavy_gloves,5,70,2,reach,0,,,,
260041,26004,2,Heavy Gloves,armor,normal,all,5,1,heavy_gloves,5,140,2,reach,0,,,,
260042,26004,3,Heavy Gloves,armor,normal,all,6,1,heavy_gloves,5,210,2,reach,0,breaker,2,,
21005,21005,1,Fur Armor,armor,rare,war,3,1,fur_armor,2,140,2,cleave,0,rally,1,,
210051,21005,2,Fur Armor,armor,rare,war,5,1,fur_armor,2,280,2,cleave,0,rally,1,,
210052,21005,3,Fur Armor,armor,rare,war,6,1,fur_armor,2,420,2,melee,1,cleave,0,rally,1
22005,22005,1,Fur Armor,armor,rare,fortune,3,1,fur_armor,2,140,2,cleave,0,drain_crystal,1,,
220051,22005,2,Fur Armor,armor,rare,fortune,5,1,fur_armor,2,280,2,cleave,0,drain_crystal,1,,
220052,22005,3,Fur Armor,armor,rare,fortune,6,1,fur_armor,2,420,2,melee,1,cleave,0,drain_crystal,1
23005,23005,1,Fur Armor,armor,rare,balance,3,1,fur_armor,2,140,2,cleave,0,mshield,1,,
230051,23005,2,Fur Armor,armor,rare,balance,5,1,fur_armor,2,280,2,cleave,0,mshield,1,,
230052,23005,3,Fur Armor,armor,rare,balance,6,1,fur_armor,2,420,2,melee,1,cleave,0,mshield,1
24005,24005,1,Fur Armor,armor,rare,nature,3,1,fur_armor,2,140,2,cleave,0,thorns,1,,
240051,24005,2,Fur Armor,armor,rare,nature,5,1,fur_armor,2,280,2,cleave,0,thorns,1,,
240052,24005,3,Fur Armor,armor,rare,nature,6,1,fur_armor,2,420,2,melee,1,cleave,0,thorns,1
25005,25005,1,Fur Armor,armor,rare,chaos,3,1,fur_armor,2,140,2,cleave,0,disease,1,,
250051,25005,2,Fur Armor,armor,rare,chaos,5,1,fur_armor,2,280,2,cleave,0,disease,1,,
250052,25005,3,Fur Armor,armor,rare,chaos,6,1,fur_armor,2,420,2,melee,1,cleave,0,disease,1
26005,26005,1,Fur Armor,armor,rare,all,3,1,fur_armor,3,140,2,cleave,0,,,,
260051,26005,2,Fur Armor,armor,rare,all,5,1,fur_armor,3,280,2,cleave,0,,,,
260052,26005,3,Fur Armor,armor,rare,all,6,1,fur_armor,3,420,2,cleave,0,melee,1,,
22006,22006,1,Thief Cloak,armor,normal,fortune,2,1,thief_cloak,2,70,2,chance,1,drain_crystal,1,,
220061,22006,2,Thief Cloak,armor,normal,fortune,4,1,thief_cloak,2,140,2,chance,1,drain_crystal,1,,
220062,22006,3,Thief Cloak,armor,normal,fortune,5,1,thief_cloak,2,210,2,chance,2,drain_crystal,1,,
23006,23006,1,Thief Cloak,armor,normal,balance,2,1,thief_cloak,2,70,2,chance,1,mshield,1,,
230061,23006,2,Thief Cloak,armor,normal,balance,4,1,thief_cloak,2,140,2,chance,1,mshield,1,,
230062,23006,3,Thief Cloak,armor,normal,balance,5,1,thief_cloak,2,210,2,chance,2,mshield,1,,
24006,24006,1,Thief Cloak,armor,normal,nature,2,1,thief_cloak,2,70,2,chance,1,thorns,1,,
240061,24006,2,Thief Cloak,armor,normal,nature,4,1,thief_cloak,2,140,2,chance,1,thorns,1,,
240062,24006,3,Thief Cloak,armor,normal,nature,5,1,thief_cloak,2,210,2,chance,2,thorns,1,,
25006,25006,1,Thief Cloak,armor,normal,chaos,2,1,thief_cloak,2,70,2,chance,1,disease,1,,
250061,25006,2,Thief Cloak,armor,normal,chaos,4,1,thief_cloak,2,140,2,chance,1,disease,1,,
250062,25006,3,Thief Cloak,armor,normal,chaos,5,1,thief_cloak,2,210,2,chance,2,disease,1,,
26006,26006,1,Thief Cloak,armor,normal,all,2,1,thief_cloak,3,70,2,chance,1,,,,
260061,26006,2,Thief Cloak,armor,normal,all,4,1,thief_cloak,3,140,2,chance,1,,,,
260062,26006,3,Thief Cloak,armor,normal,all,5,1,thief_cloak,3,210,2,chance,2,,,,
21007,21007,1,Unused Gloves,armor,normal,war,2,1,unused_gloves6,2,70,2,counter,0,rally,1,,
210071,21007,2,Unused Gloves,armor,normal,war,4,1,unused_gloves6,2,140,2,counter,0,rally,1,,
210072,21007,3,Unused Gloves,armor,normal,war,5,1,unused_gloves6,2,210,2,counter,0,rally,1,,
22007,22007,1,Unused Gloves,armor,normal,fortune,2,1,unused_gloves6,2,70,2,counter,0,drain_crystal,1,,
220071,22007,2,Unused Gloves,armor,normal,fortune,4,1,unused_gloves6,2,140,2,counter,0,drain_crystal,1,,
220072,22007,3,Unused Gloves,armor,normal,fortune,5,1,unused_gloves6,2,210,2,counter,0,drain_crystal,1,,
23007,23007,1,Unused Gloves,armor,normal,balance,2,1,unused_gloves6,2,70,2,counter,0,mshield,1,,
230071,23007,2,Unused Gloves,armor,normal,balance,4,1,unused_gloves6,2,140,2,counter,0,mshield,1,,
230072,23007,3,Unused Gloves,armor,normal,balance,5,1,unused_gloves6,2,210,2,counter,0,mshield,1,,
24007,24007,1,Unused Gloves,armor,normal,nature,2,1,unused_gloves6,2,70,2,counter,0,thorns,1,,
240071,24007,2,Unused Gloves,armor,normal,nature,4,1,unused_gloves6,2,140,2,counter,0,thorns,1,,
240072,24007,3,Unused Gloves,armor,normal,nature,5,1,unused_gloves6,2,210,2,counter,0,thorns,1,,
25007,25007,1,Unused Gloves,armor,normal,chaos,2,1,unused_gloves6,2,70,2,counter,0,disease,1,,
250071,25007,2,Unused Gloves,armor,normal,chaos,4,1,unused_gloves6,2,140,2,counter,0,disease,1,,
250072,25007,3,Unused Gloves,armor,normal,chaos,5,1,unused_gloves6,2,210,2,counter,0,disease,1,,
26007,26007,1,Unused Gloves,armor,normal,all,2,1,unused_gloves6,3,70,2,counter,0,,,,
260071,26007,2,Unused Gloves,armor,normal,all,4,1,unused_gloves6,3,140,2,counter,0,,,,
260072,26007,3,Unused Gloves,armor,normal,all,5,1,unused_gloves6,3,210,2,counter,0,thorns,1,,
22008,22008,1,Sight Bracers,armor,normal,fortune,2,1,sight_bracers,2,70,2,ranged,1,drain_crystal,1,,
220081,22008,2,Sight Bracers,armor,normal,fortune,4,1,sight_bracers,2,140,2,ranged,1,drain_crystal,1,,
220082,22008,3,Sight Bracers,armor,normal,fortune,4,1,sight_bracers,2,210,2,ranged,2,drain_crystal,1,,
23008,23008,1,Sight Bracers,armor,normal,balance,2,1,sight_bracers,2,70,2,ranged,1,mshield,1,,
230081,23008,2,Sight Bracers,armor,normal,balance,4,1,sight_bracers,2,140,2,ranged,1,mshield,1,,
230082,23008,3,Sight Bracers,armor,normal,balance,4,1,sight_bracers,2,210,2,ranged,2,mshield,1,,
24008,24008,1,Sight Bracers,armor,normal,nature,2,1,sight_bracers,2,70,2,ranged,1,thorns,1,,
240081,24008,2,Sight Bracers,armor,normal,nature,4,1,sight_bracers,2,140,2,ranged,1,thorns,1,,
240082,24008,3,Sight Bracers,armor,normal,nature,4,1,sight_bracers,2,210,2,ranged,2,thorns,1,,
26008,26008,1,Sight Bracers,armor,normal,all,2,1,sight_bracers,3,70,2,ranged,1,,,,
260081,26008,2,Sight Bracers,armor,normal,all,4,1,sight_bracers,3,140,2,ranged,1,,,,
260082,26008,3,Sight Bracers,armor,normal,all,4,1,sight_bracers,3,210,2,ranged,2,,,,
21009,21009,1,Chain Mail,armor,rare,war,5,1,chain_mail,3,140,2,rally,1,,,,
210091,21009,2,Chain Mail,armor,rare,war,7,1,chain_mail,3,280,2,rally,1,,,,
210092,21009,3,Chain Mail,armor,rare,war,8,1,chain_mail,3,420,2,immunity,0,rally,1,,
22009,22009,1,Chain Mail,armor,rare,fortune,5,1,chain_mail,3,140,2,drain_crystal,1,,,,
220091,22009,2,Chain Mail,armor,rare,fortune,7,1,chain_mail,3,280,2,drain_crystal,1,,,,
220092,22009,3,Chain Mail,armor,rare,fortune,8,1,chain_mail,3,420,2,immunity,0,drain_crystal,1,,
23009,23009,1,Chain Mail,armor,rare,balance,5,1,chain_mail,3,140,2,mshield,1,,,,
230091,23009,2,Chain Mail,armor,rare,balance,7,1,chain_mail,3,280,2,mshield,1,,,,
230092,23009,3,Chain Mail,armor,rare,balance,8,1,chain_mail,3,420,2,immunity,0,mshield,1,,
24009,24009,1,Chain Mail,armor,rare,nature,5,1,chain_mail,3,140,2,thorns,1,,,,
240091,24009,2,Chain Mail,armor,rare,nature,7,1,chain_mail,3,280,2,thorns,1,,,,
240092,24009,3,Chain Mail,armor,rare,nature,8,1,chain_mail,3,420,2,immunity,0,thorns,1,,
25009,25009,1,Chain Mail,armor,rare,chaos,5,1,chain_mail,3,140,2,disease,1,,,,
250091,25009,2,Chain Mail,armor,rare,chaos,7,1,chain_mail,3,280,2,disease,1,,,,
250092,25009,3,Chain Mail,armor,rare,chaos,8,1,chain_mail,3,420,2,immunity,0,disease,1,,
26009,26009,1,Chain Mail,armor,rare,all,5,1,chain_mail,4,140,2,,,,,,
260091,26009,2,Chain Mail,armor,rare,all,7,1,chain_mail,4,280,2,,,,,,
260092,26009,3,Chain Mail,armor,rare,all,8,1,chain_mail,4,420,2,immunity,0,,,,
21010,21010,1,Leather Armor,armor,rare,war,4,1,leather_armor,2,140,2,rally,1,,,,
210101,21010,2,Leather Armor,armor,rare,war,6,1,leather_armor,2,280,2,rally,1,,,,
210102,21010,3,Leather Armor,armor,rare,war,8,1,leather_armor,2,420,2,rally,1,,,,
