类型,索引,替换目标,文本值(英语）
card_config,240132,name,Feather Cap
card_config,25013,name,Feather Cap
card_config,250131,name,Feather Cap
card_config,250132,name,Feather Cap
card_config,26013,name,Feather Cap
card_config,260131,name,Feather Cap
card_config,260132,name,Feather Cap
card_config,21014,name,Ranged Barcers
card_config,210141,name,Ranged Barcers
card_config,210142,name,Ranged Barcers
card_config,22014,name,Ranged Barcers
card_config,220141,name,Ranged Barcers
card_config,220142,name,Ranged Barcers
card_config,23014,name,Ranged Barcers
card_config,230141,name,Ranged Barcers
card_config,230142,name,Ranged Barcers
card_config,24014,name,Ranged Barcers
card_config,240141,name,Ranged Barcers
card_config,240142,name,Ranged Barcers
card_config,25014,name,Ranged Barcers
card_config,250141,name,Ranged Barcers
card_config,250142,name,Ranged Barcers
card_config,26014,name,Ranged Barcers
card_config,260141,name,Ranged Barcers
card_config,260142,name,Ranged Barcers
card_config,21015,name,Spiked Helmet
card_config,210151,name,Spiked Helmet
card_config,210152,name,Spiked Helmet
card_config,22015,name,Spiked Helmet
card_config,220151,name,Spiked Helmet
card_config,220152,name,Spiked Helmet
card_config,23015,name,Spiked Helmet
card_config,230151,name,Spiked Helmet
card_config,230152,name,Spiked Helmet
card_config,24015,name,Spiked Helmet
card_config,240151,name,Spiked Helmet
card_config,240152,name,Spiked Helmet
card_config,25015,name,Spiked Helmet
card_config,250151,name,Spiked Helmet
card_config,250152,name,Spiked Helmet
card_config,26015,name,Spiked Helmet
card_config,260151,name,Spiked Helmet
card_config,260152,name,Spiked Helmet
card_config,21016,name,Fighting Gloves
card_config,210161,name,Fighting Gloves
card_config,210162,name,Fighting Gloves
card_config,22016,name,Fighting Gloves
card_config,220161,name,Fighting Gloves
card_config,220162,name,Fighting Gloves
card_config,24016,name,Fighting Gloves
card_config,240161,name,Fighting Gloves
card_config,240162,name,Fighting Gloves
card_config,25016,name,Fighting Gloves
card_config,250161,name,Fighting Gloves
card_config,250162,name,Fighting Gloves
card_config,26016,name,Fighting Gloves
card_config,260161,name,Fighting Gloves
card_config,260162,name,Fighting Gloves
card_config,21017,name,Shield
card_config,210171,name,Shield
card_config,210172,name,Shield
card_config,22017,name,Shield
card_config,220171,name,Shield
card_config,220172,name,Shield
card_config,23017,name,Shield
card_config,230171,name,Shield
card_config,230172,name,Shield
card_config,24017,name,Shield
card_config,240171,name,Shield
card_config,240172,name,Shield
card_config,26017,name,Shield
card_config,260171,name,Shield
card_config,260172,name,Shield
card_config,22018,name,Light Tiara
card_config,220181,name,Light Tiara
card_config,220182,name,Light Tiara
card_config,23018,name,Light Tiara
card_config,230181,name,Light Tiara
card_config,230182,name,Light Tiara
card_config,24018,name,Light Tiara
card_config,240181,name,Light Tiara
card_config,240182,name,Light Tiara
card_config,25018,name,Light Tiara
card_config,250181,name,Light Tiara
card_config,250182,name,Light Tiara
card_config,26018,name,Light Tiara
card_config,260181,name,Light Tiara
card_config,260182,name,Light Tiara
card_config,21019,name,Spiked Armor
card_config,210191,name,Spiked Armor
card_config,210192,name,Spiked Armor
card_config,23019,name,Spiked Armor
card_config,230191,name,Spiked Armor
card_config,230192,name,Spiked Armor
card_config,24019,name,Spiked Armor
card_config,240191,name,Spiked Armor
card_config,240192,name,Spiked Armor
card_config,25019,name,Spiked Armor
card_config,250191,name,Spiked Armor
card_config,250192,name,Spiked Armor
card_config,26019,name,Spiked Armor
card_config,260191,name,Spiked Armor
card_config,260192,name,Spiked Armor
card_config,21020,name,Mirror Shield
card_config,210201,name,Mirror Shield
card_config,210202,name,Mirror Shield
card_config,22020,name,Mirror Shield
card_config,220201,name,Mirror Shield
card_config,220202,name,Mirror Shield
card_config,23020,name,Mirror Shield
card_config,230201,name,Mirror Shield
card_config,230202,name,Mirror Shield
card_config,25020,name,Mirror Shield
card_config,250201,name,Mirror Shield
card_config,250202,name,Mirror Shield
card_config,26020,name,Mirror Shield
card_config,260201,name,Mirror Shield
card_config,260202,name,Mirror Shield
card_config,21021,name,Captains Shield
card_config,210211,name,Captains Shield
card_config,210212,name,Captains Shield
card_config,22021,name,Captains Shield
card_config,220211,name,Captains Shield
card_config,220212,name,Captains Shield
card_config,23021,name,Captains Shield
card_config,230211,name,Captains Shield
card_config,230212,name,Captains Shield
card_config,24021,name,Captains Shield
card_config,240211,name,Captains Shield
card_config,240212,name,Captains Shield
card_config,25021,name,Captains Shield
card_config,250211,name,Captains Shield
card_config,250212,name,Captains Shield
card_config,26021,name,Captains Shield
card_config,260211,name,Captains Shield
card_config,260212,name,Captains Shield
card_config,22022,name,Medusa Shield
card_config,220221,name,Medusa Shield
card_config,220222,name,Medusa Shield
card_config,23022,name,Medusa Shield
card_config,230221,name,Medusa Shield
card_config,230222,name,Medusa Shield
card_config,24022,name,Medusa Shield
card_config,240221,name,Medusa Shield
card_config,240222,name,Medusa Shield
card_config,26022,name,Medusa Shield
card_config,260221,name,Medusa Shield
card_config,260222,name,Medusa Shield
card_config,22023,name,Repair Plate
card_config,220231,name,Repair Plate
card_config,220232,name,Repair Plate
card_config,23023,name,Repair Plate
card_config,230231,name,Repair Plate
card_config,230232,name,Repair Plate
card_config,24023,name,Repair Plate
card_config,240231,name,Repair Plate
card_config,240232,name,Repair Plate
card_config,26023,name,Repair Plate
card_config,260231,name,Repair Plate
card_config,260232,name,Repair Plate
card_config,22024,name,Battle Tiara
card_config,220241,name,Battle Tiara
card_config,220242,name,Battle Tiara
card_config,23024,name,Battle Tiara
card_config,230241,name,Battle Tiara
card_config,230242,name,Battle Tiara
card_config,24024,name,Battle Tiara
card_config,240241,name,Battle Tiara
card_config,240242,name,Battle Tiara
card_config,25024,name,Battle Tiara
card_config,250241,name,Battle Tiara
card_config,250242,name,Battle Tiara
card_config,26024,name,Battle Tiara
card_config,260241,name,Battle Tiara
card_config,260242,name,Battle Tiara
card_config,21025,name,Rock Armor
card_config,210251,name,Rock Armor
card_config,210252,name,Rock Armor
card_config,22025,name,Rock Armor
card_config,220251,name,Rock Armor
card_config,220252,name,Rock Armor
card_config,23025,name,Rock Armor
card_config,230251,name,Rock Armor
card_config,230252,name,Rock Armor
card_config,24025,name,Rock Armor
card_config,240251,name,Rock Armor
card_config,240252,name,Rock Armor
card_config,26025,name,Rock Armor
card_config,260251,name,Rock Armor
card_config,260252,name,Rock Armor
card_config,21026,name,Armor Of Darkness
card_config,210261,name,Armor Of Darkness
card_config,210262,name,Armor Of Darkness
card_config,22026,name,Armor Of Darkness
card_config,220261,name,Armor Of Darkness
card_config,220262,name,Armor Of Darkness
card_config,23026,name,Armor Of Darkness
card_config,230261,name,Armor Of Darkness
card_config,230262,name,Armor Of Darkness
card_config,24026,name,Armor Of Darkness
card_config,240261,name,Armor Of Darkness
card_config,240262,name,Armor Of Darkness
card_config,25026,name,Armor Of Darkness
card_config,250261,name,Armor Of Darkness
card_config,250262,name,Armor Of Darkness
card_config,26026,name,Armor Of Darkness
card_config,260261,name,Armor Of Darkness
card_config,260262,name,Armor Of Darkness
card_config,21027,name,Protector
card_config,210271,name,Protector
card_config,210272,name,Protector
card_config,22027,name,Protector
card_config,220271,name,Protector
card_config,220272,name,Protector
card_config,23027,name,Protector
card_config,230271,name,Protector
card_config,230272,name,Protector
card_config,24027,name,Protector
card_config,240271,name,Protector
card_config,240272,name,Protector
card_config,26027,name,Protector
card_config,260271,name,Protector
card_config,260272,name,Protector
card_config,21028,name,Infectious Armor
card_config,210281,name,Infectious Armor
card_config,210282,name,Infectious Armor
card_config,23028,name,Infectious Armor
card_config,230281,name,Infectious Armor
card_config,230282,name,Infectious Armor
card_config,24028,name,Infectious Armor
card_config,240281,name,Infectious Armor
card_config,240282,name,Infectious Armor
card_config,26028,name,Infectious Armor
card_config,260281,name,Infectious Armor
card_config,260282,name,Infectious Armor
card_config,21029,name,Wooden Bracers
card_config,210291,name,Wooden Bracers
card_config,210292,name,Wooden Bracers
card_config,22029,name,Wooden Bracers
card_config,220291,name,Wooden Bracers
card_config,220292,name,Wooden Bracers
card_config,23029,name,Wooden Bracers
card_config,230291,name,Wooden Bracers
card_config,230292,name,Wooden Bracers
card_config,24029,name,Wooden Bracers
card_config,240291,name,Wooden Bracers
card_config,240292,name,Wooden Bracers
card_config,25029,name,Wooden Bracers
card_config,250291,name,Wooden Bracers
card_config,250292,name,Wooden Bracers
card_config,26029,name,Wooden Bracers
card_config,260291,name,Wooden Bracers
card_config,260292,name,Wooden Bracers
card_config,31001,name,Short Sword
card_config,310011,name,Short Sword
card_config,310012,name,Short Sword
card_config,32001,name,Short Sword
card_config,320011,name,Short Sword
card_config,320012,name,Short Sword
card_config,34001,name,Short Sword
card_config,340011,name,Short Sword
card_config,340012,name,Short Sword
card_config,35001,name,Short Sword
card_config,350011,name,Short Sword
card_config,350012,name,Short Sword
card_config,36001,name,Short Sword
card_config,360011,name,Short Sword
card_config,360012,name,Short Sword
card_config,31002,name,Short Bow
card_config,310021,name,Short Bow
card_config,310022,name,Short Bow
card_config,32002,name,Short Bow
card_config,320021,name,Short Bow
card_config,320022,name,Short Bow
card_config,33002,name,Short Bow
card_config,330021,name,Short Bow
card_config,330022,name,Short Bow
card_config,34002,name,Short Bow
card_config,340021,name,Short Bow
card_config,340022,name,Short Bow
card_config,35002,name,Short Bow
card_config,350021,name,Short Bow
card_config,350022,name,Short Bow
card_config,36002,name,Short Bow
card_config,360021,name,Short Bow
card_config,360022,name,Short Bow
card_config,31003,name,Oak Staff
card_config,310031,name,Oak Staff
card_config,310032,name,Oak Staff
card_config,32003,name,Oak Staff
card_config,320031,name,Oak Staff
card_config,320032,name,Oak Staff
card_config,33003,name,Oak Staff
card_config,330031,name,Oak Staff
card_config,330032,name,Oak Staff
card_config,34003,name,Oak Staff
card_config,340031,name,Oak Staff
card_config,340032,name,Oak Staff
card_config,35003,name,Oak Staff
card_config,350031,name,Oak Staff
card_config,350032,name,Oak Staff
card_config,36003,name,Oak Staff
card_config,360031,name,Oak Staff
card_config,360032,name,Oak Staff
card_config,31004,name,Violent Boots
card_config,310041,name,Violent Boots
card_config,310042,name,Violent Boots
card_config,32004,name,Violent Boots
card_config,320041,name,Violent Boots
card_config,320042,name,Violent Boots
card_config,33004,name,Violent Boots
card_config,330041,name,Violent Boots
card_config,330042,name,Violent Boots
card_config,34004,name,Violent Boots
card_config,340041,name,Violent Boots
card_config,340042,name,Violent Boots
card_config,35004,name,Violent Boots
card_config,350041,name,Violent Boots
card_config,350042,name,Violent Boots
card_config,36004,name,Violent Boots
card_config,360041,name,Violent Boots
card_config,360042,name,Violent Boots
card_config,32005,name,Light Shoes
card_config,320051,name,Light Shoes
card_config,320052,name,Light Shoes
card_config,33005,name,Light Shoes
card_config,330051,name,Light Shoes
card_config,330052,name,Light Shoes
card_config,34005,name,Light Shoes
card_config,340051,name,Light Shoes
card_config,340052,name,Light Shoes
card_config,35005,name,Light Shoes
card_config,350051,name,Light Shoes
card_config,350052,name,Light Shoes
card_config,36005,name,Light Shoes
card_config,360051,name,Light Shoes
card_config,360052,name,Light Shoes
card_config,31006,name,Ring Of Poison
card_config,310061,name,Ring Of Poison
card_config,310062,name,Ring Of Poison
card_config,32006,name,Ring Of Poison
card_config,320061,name,Ring Of Poison
card_config,320062,name,Ring Of Poison
card_config,33006,name,Ring Of Poison
card_config,330061,name,Ring Of Poison
card_config,330062,name,Ring Of Poison
card_config,34006,name,Ring Of Poison
card_config,340061,name,Ring Of Poison
card_config,340062,name,Ring Of Poison
card_config,35006,name,Ring Of Poison
card_config,350061,name,Ring Of Poison
card_config,350062,name,Ring Of Poison
card_config,36006,name,Ring Of Poison
card_config,360061,name,Ring Of Poison
card_config,360062,name,Ring Of Poison
card_config,31007,name,Long Sword
card_config,310071,name,Long Sword
card_config,310072,name,Long Sword
card_config,32007,name,Long Sword
card_config,320071,name,Long Sword
card_config,320072,name,Long Sword
card_config,34007,name,Long Sword
card_config,340071,name,Long Sword
card_config,340072,name,Long Sword
card_config,35007,name,Long Sword
card_config,350071,name,Long Sword
card_config,350072,name,Long Sword
card_config,36007,name,Long Sword
card_config,360071,name,Long Sword
card_config,360072,name,Long Sword
card_config,32008,name,Lucky Shoes
card_config,320081,name,Lucky Shoes
card_config,320082,name,Lucky Shoes
card_config,33008,name,Lucky Shoes
card_config,330081,name,Lucky Shoes
card_config,330082,name,Lucky Shoes
card_config,34008,name,Lucky Shoes
card_config,340081,name,Lucky Shoes
card_config,340082,name,Lucky Shoes
card_config,35008,name,Lucky Shoes
card_config,350081,name,Lucky Shoes
card_config,350082,name,Lucky Shoes
card_config,36008,name,Lucky Shoes
card_config,360081,name,Lucky Shoes
card_config,360082,name,Lucky Shoes
card_config,31009,name,Hunters Bow
card_config,310091,name,Hunters Bow
card_config,310092,name,Hunters Bow
card_config,32009,name,Hunters Bow
card_config,320091,name,Hunters Bow
card_config,320092,name,Hunters Bow
card_config,33009,name,Hunters Bow
card_config,330091,name,Hunters Bow
card_config,330092,name,Hunters Bow
card_config,34009,name,Hunters Bow
card_config,340091,name,Hunters Bow
card_config,340092,name,Hunters Bow
card_config,36009,name,Hunters Bow
card_config,360091,name,Hunters Bow
card_config,360092,name,Hunters Bow
card_config,31010,name,Balance Ring
card_config,310101,name,Balance Ring
card_config,310102,name,Balance Ring
card_config,32010,name,Balance Ring
card_config,320101,name,Balance Ring
card_config,320102,name,Balance Ring
card_config,33010,name,Balance Ring
card_config,330101,name,Balance Ring
card_config,330102,name,Balance Ring
card_config,34010,name,Balance Ring
card_config,340101,name,Balance Ring
card_config,340102,name,Balance Ring
card_config,35010,name,Balance Ring
card_config,350101,name,Balance Ring
card_config,350102,name,Balance Ring
card_config,36010,name,Balance Ring
card_config,360101,name,Balance Ring
card_config,360102,name,Balance Ring
card_config,31011,name,Pendant Of Courage
card_config,310111,name,Pendant Of Courage
card_config,310112,name,Pendant Of Courage
card_config,32011,name,Pendant Of Courage
card_config,320111,name,Pendant Of Courage
card_config,320112,name,Pendant Of Courage
card_config,33011,name,Pendant Of Courage
card_config,330111,name,Pendant Of Courage
card_config,330112,name,Pendant Of Courage
card_config,34011,name,Pendant Of Courage
card_config,340111,name,Pendant Of Courage
card_config,340112,name,Pendant Of Courage
card_config,35011,name,Pendant Of Courage
card_config,350111,name,Pendant Of Courage
card_config,350112,name,Pendant Of Courage
card_config,36011,name,Pendant Of Courage
card_config,360111,name,Pendant Of Courage
card_config,360112,name,Pendant Of Courage
card_config,31012,name,Ebony Staff
card_config,310121,name,Ebony Staff
card_config,310122,name,Ebony Staff
card_config,32012,name,Ebony Staff
card_config,320121,name,Ebony Staff
card_config,320122,name,Ebony Staff
card_config,33012,name,Ebony Staff
card_config,330121,name,Ebony Staff
card_config,330122,name,Ebony Staff
card_config,34012,name,Ebony Staff
card_config,340121,name,Ebony Staff
card_config,340122,name,Ebony Staff
card_config,35012,name,Ebony Staff
card_config,350121,name,Ebony Staff
card_config,350122,name,Ebony Staff
card_config,36012,name,Ebony Staff
card_config,360121,name,Ebony Staff
card_config,360122,name,Ebony Staff
card_config,31013,name,Combat Staff
card_config,310131,name,Combat Staff
card_config,310132,name,Combat Staff
card_config,32013,name,Combat Staff
card_config,320131,name,Combat Staff
card_config,320132,name,Combat Staff
card_config,33013,name,Combat Staff
card_config,330131,name,Combat Staff
card_config,330132,name,Combat Staff
card_config,34013,name,Combat Staff
card_config,340131,name,Combat Staff
card_config,340132,name,Combat Staff
card_config,35013,name,Combat Staff
card_config,350131,name,Combat Staff
card_config,350132,name,Combat Staff
card_config,36013,name,Combat Staff
card_config,360131,name,Combat Staff
card_config,360132,name,Combat Staff
card_config,32014,name,Heal Staff
card_config,320141,name,Heal Staff
card_config,320142,name,Heal Staff
card_config,33014,name,Heal Staff
card_config,330141,name,Heal Staff
card_config,330142,name,Heal Staff
card_config,34014,name,Heal Staff
card_config,340141,name,Heal Staff
card_config,340142,name,Heal Staff
card_config,36014,name,Heal Staff
card_config,360141,name,Heal Staff
card_config,360142,name,Heal Staff
card_config,32015,name,Healing Flute
card_config,320151,name,Healing Flute
card_config,320152,name,Healing Flute
card_config,33015,name,Healing Flute
card_config,330151,name,Healing Flute
card_config,330152,name,Healing Flute
card_config,34015,name,Healing Flute
card_config,340151,name,Healing Flute
card_config,340152,name,Healing Flute
card_config,36015,name,Healing Flute
card_config,360151,name,Healing Flute
card_config,360152,name,Healing Flute
card_config,31016,name,Pendant Of Disease
card_config,310161,name,Pendant Of Disease
card_config,310162,name,Pendant Of Disease
card_config,32016,name,Pendant Of Disease
card_config,320161,name,Pendant Of Disease
card_config,320162,name,Pendant Of Disease
card_config,33016,name,Pendant Of Disease
card_config,330161,name,Pendant Of Disease
card_config,330162,name,Pendant Of Disease
card_config,34016,name,Pendant Of Disease
card_config,340161,name,Pendant Of Disease
card_config,340162,name,Pendant Of Disease
card_config,35016,name,Pendant Of Disease
card_config,350161,name,Pendant Of Disease
card_config,350162,name,Pendant Of Disease
card_config,36016,name,Pendant Of Disease
card_config,360161,name,Pendant Of Disease
card_config,360162,name,Pendant Of Disease
card_config,31017,name,Toxic Blade
card_config,310171,name,Toxic Blade
card_config,310172,name,Toxic Blade
card_config,32017,name,Toxic Blade
card_config,320171,name,Toxic Blade
card_config,320172,name,Toxic Blade
card_config,33017,name,Toxic Blade
card_config,330171,name,Toxic Blade
card_config,330172,name,Toxic Blade
card_config,34017,name,Toxic Blade
card_config,340171,name,Toxic Blade
card_config,340172,name,Toxic Blade
card_config,35017,name,Toxic Blade
card_config,350171,name,Toxic Blade
card_config,350172,name,Toxic Blade
card_config,36017,name,Toxic Blade
card_config,360171,name,Toxic Blade
card_config,360172,name,Toxic Blade
card_config,32018,name,Poison Shot
card_config,320181,name,Poison Shot
card_config,320182,name,Poison Shot
card_config,33018,name,Poison Shot
card_config,330181,name,Poison Shot
card_config,330182,name,Poison Shot
card_config,34018,name,Poison Shot
card_config,340181,name,Poison Shot
card_config,340182,name,Poison Shot
card_config,35018,name,Poison Shot
card_config,350181,name,Poison Shot
card_config,350182,name,Poison Shot
card_config,36018,name,Poison Shot
card_config,360181,name,Poison Shot
card_config,360182,name,Poison Shot
card_config,31019,name,Long Spear
card_config,310191,name,Long Spear
card_config,310192,name,Long Spear
card_config,32019,name,Long Spear
card_config,320191,name,Long Spear
card_config,320192,name,Long Spear
card_config,34019,name,Long Spear
card_config,340191,name,Long Spear
card_config,340192,name,Long Spear
card_config,35019,name,Long Spear
card_config,350191,name,Long Spear
card_config,350192,name,Long Spear
card_config,36019,name,Long Spear
card_config,360191,name,Long Spear
card_config,360192,name,Long Spear
card_config,31020,name,Hammer
card_config,310201,name,Hammer
card_config,310202,name,Hammer
card_config,32020,name,Hammer
card_config,320201,name,Hammer
card_config,320202,name,Hammer
card_config,33020,name,Hammer
card_config,330201,name,Hammer
card_config,330202,name,Hammer
card_config,34020,name,Hammer
card_config,340201,name,Hammer
card_config,340202,name,Hammer
card_config,35020,name,Hammer
card_config,350201,name,Hammer
card_config,350202,name,Hammer
card_config,36020,name,Hammer
card_config,360201,name,Hammer
card_config,360202,name,Hammer
card_config,31021,name,Ring Of Mages
card_config,310211,name,Ring Of Mages
card_config,310212,name,Ring Of Mages
card_config,32021,name,Ring Of Mages
card_config,320211,name,Ring Of Mages
card_config,320212,name,Ring Of Mages
card_config,33021,name,Ring Of Mages
card_config,330211,name,Ring Of Mages
card_config,330212,name,Ring Of Mages
card_config,34021,name,Ring Of Mages
card_config,340211,name,Ring Of Mages
card_config,340212,name,Ring Of Mages
card_config,35021,name,Ring Of Mages
card_config,350211,name,Ring Of Mages
card_config,350212,name,Ring Of Mages
card_config,36021,name,Ring Of Mages
card_config,360211,name,Ring Of Mages
card_config,360212,name,Ring Of Mages
card_config,31022,name,Battle Axe
card_config,310221,name,Battle Axe
card_config,310222,name,Battle Axe
card_config,32022,name,Battle Axe
card_config,320221,name,Battle Axe
card_config,320222,name,Battle Axe
card_config,33022,name,Battle Axe
card_config,330221,name,Battle Axe
card_config,330222,name,Battle Axe
card_config,34022,name,Battle Axe
card_config,340221,name,Battle Axe
card_config,340222,name,Battle Axe
card_config,35022,name,Battle Axe
card_config,350221,name,Battle Axe
card_config,350222,name,Battle Axe
card_config,36022,name,Battle Axe
card_config,360221,name,Battle Axe
card_config,360222,name,Battle Axe
card_config,31023,name,Heralds Bow
card_config,310231,name,Heralds Bow
card_config,310232,name,Heralds Bow
card_config,32023,name,Heralds Bow
card_config,320231,name,Heralds Bow
card_config,320232,name,Heralds Bow
card_config,33023,name,Heralds Bow
card_config,330231,name,Heralds Bow
card_config,330232,name,Heralds Bow
card_config,34023,name,Heralds Bow
card_config,340231,name,Heralds Bow
card_config,340232,name,Heralds Bow
card_config,35023,name,Heralds Bow
card_config,350231,name,Heralds Bow
card_config,350232,name,Heralds Bow
card_config,36023,name,Heralds Bow
card_config,360231,name,Heralds Bow
card_config,360232,name,Heralds Bow
card_config,31024,name,Crossbow
card_config,310241,name,Crossbow
card_config,310242,name,Crossbow
card_config,32024,name,Crossbow
card_config,320241,name,Crossbow
card_config,320242,name,Crossbow
card_config,33024,name,Crossbow
card_config,330241,name,Crossbow
card_config,330242,name,Crossbow
card_config,34024,name,Crossbow
card_config,340241,name,Crossbow
card_config,340242,name,Crossbow
card_config,35024,name,Crossbow
card_config,350241,name,Crossbow
card_config,350242,name,Crossbow
card_config,36024,name,Crossbow
card_config,360241,name,Crossbow
card_config,360242,name,Crossbow
card_config,33025,name,Staff Of Flight
card_config,330251,name,Staff Of Flight
card_config,330252,name,Staff Of Flight
card_config,35025,name,Staff Of Flight
card_config,350251,name,Staff Of Flight
card_config,350252,name,Staff Of Flight
card_config,36025,name,Staff Of Flight
card_config,360251,name,Staff Of Flight
card_config,360252,name,Staff Of Flight
card_config,32026,name,Horn Of Ages
card_config,320261,name,Horn Of Ages
card_config,320262,name,Horn Of Ages
card_config,33026,name,Horn Of Ages
card_config,330261,name,Horn Of Ages
card_config,330262,name,Horn Of Ages
card_config,34026,name,Horn Of Ages
card_config,340261,name,Horn Of Ages
card_config,340262,name,Horn Of Ages
card_config,36026,name,Horn Of Ages
card_config,360261,name,Horn Of Ages
card_config,360262,name,Horn Of Ages
card_config,31027,name,Twilight
card_config,310271,name,Twilight
card_config,310272,name,Twilight
card_config,32027,name,Twilight
card_config,320271,name,Twilight
card_config,320272,name,Twilight
card_config,34027,name,Twilight
card_config,340271,name,Twilight
card_config,340272,name,Twilight
card_config,35027,name,Twilight
card_config,350271,name,Twilight
card_config,350272,name,Twilight
card_config,36027,name,Twilight
card_config,360271,name,Twilight
card_config,360272,name,Twilight
card_config,31028,name,Stalagmite Gloves
card_config,310281,name,Stalagmite Gloves
card_config,310282,name,Stalagmite Gloves
card_config,32028,name,Stalagmite Gloves
card_config,320281,name,Stalagmite Gloves
card_config,320282,name,Stalagmite Gloves
card_config,33028,name,Stalagmite Gloves
card_config,330281,name,Stalagmite Gloves
card_config,330282,name,Stalagmite Gloves
card_config,34028,name,Stalagmite Gloves
card_config,340281,name,Stalagmite Gloves
card_config,340282,name,Stalagmite Gloves
card_config,35028,name,Stalagmite Gloves
card_config,350281,name,Stalagmite Gloves
card_config,350282,name,Stalagmite Gloves
card_config,36028,name,Stalagmite Gloves
card_config,360281,name,Stalagmite Gloves
card_config,360282,name,Stalagmite Gloves
card_config,31029,name,Excalibur
card_config,310291,name,Excalibur
card_config,310292,name,Excalibur
card_config,32029,name,Excalibur
card_config,320291,name,Excalibur
card_config,320292,name,Excalibur
card_config,33029,name,Excalibur
card_config,330291,name,Excalibur
card_config,330292,name,Excalibur
card_config,34029,name,Excalibur
card_config,340291,name,Excalibur
card_config,340292,name,Excalibur
card_config,35029,name,Excalibur
card_config,350291,name,Excalibur
card_config,350292,name,Excalibur
card_config,36029,name,Excalibur
card_config,360291,name,Excalibur
card_config,360292,name,Excalibur
card_config,31030,name,Molten Crossbow
card_config,310301,name,Molten Crossbow
card_config,310302,name,Molten Crossbow
card_config,32030,name,Molten Crossbow
card_config,320301,name,Molten Crossbow
card_config,320302,name,Molten Crossbow
card_config,33030,name,Molten Crossbow
card_config,330301,name,Molten Crossbow
card_config,330302,name,Molten Crossbow
card_config,34030,name,Molten Crossbow
card_config,340301,name,Molten Crossbow
card_config,340302,name,Molten Crossbow
card_config,35030,name,Molten Crossbow
card_config,350301,name,Molten Crossbow
card_config,350302,name,Molten Crossbow
card_config,36030,name,Molten Crossbow
card_config,360301,name,Molten Crossbow
card_config,360302,name,Molten Crossbow
card_config,31031,name,Obsidian Spear
card_config,310311,name,Obsidian Spear
card_config,310312,name,Obsidian Spear
card_config,32031,name,Obsidian Spear
card_config,320311,name,Obsidian Spear
card_config,320312,name,Obsidian Spear
card_config,33031,name,Obsidian Spear
card_config,330311,name,Obsidian Spear
card_config,330312,name,Obsidian Spear
card_config,34031,name,Obsidian Spear
card_config,340311,name,Obsidian Spear
card_config,340312,name,Obsidian Spear
card_config,35031,name,Obsidian Spear
card_config,350311,name,Obsidian Spear
card_config,350312,name,Obsidian Spear
card_config,36031,name,Obsidian Spear
card_config,360311,name,Obsidian Spear
card_config,360312,name,Obsidian Spear
card_config,40001,name,Thareaing Knife
card_config,40002,name,Healing Vial
card_config,40003,name,Potion
card_config,40004,name,Bomb
card_config,40005,name,Boomerang
card_config,40006,name,Dragons Blood
card_config,40007,name,Soothing Music
card_config,40008,name,Ceremonial Knife
card_config,40009,name,Poison Dagger
card_config,40010,name,Brittle Ointment
card_config,40011,name,Rejuvenating Sound
card_config,40012,name,Dragon'S Tear
card_config,40013,name,Wolf Bombs
card_config,40014,name,Shuriken
card_config,40015,name,Elixir
chest_config,1,name,Super Amazing Pack
chest_config,2,name,Amazing Pack
chest_config,3,name,Tremendous Pack
chest_config,4,name,Carean Pack
chest_config,5,name,Magic Pack
chest_config,6,name,Gold Pack
chest_config,7,name,Silver Pack
chest_config,8,name,Wood Pack
chest_config,9,name,Rusty Squire Pack
chest_config,10,name,Glory Knight Pack
chest_config,11,name,Deluxe Lord Pack
chest_config,12,name,Freaking Awesome Demon Pack
chest_config,13,name,Rusty Plebeian Pack
chest_config,14,name,Rusty Newbee Pack
chest_config,15,name,Rusty Novitiate Pack
chest_config,16,name,Rusty Novitiate Pack
chest_config,17,name,Rusty Apprentice Pack
chest_config,18,name,Love and Peace from Staff
chest_config,19,name,Tavern owner's daily booster pack Level 1
chest_config,20,name,Tavern owner's daily booster pack Level 2
chest_config,21,name,Tavern owner's daily booster pack Level 3
chest_config,22,name,Tavern owner's daily booster pack Level 4
chest_config,23,name,Tavern owner's daily booster pack Level 5
chest_config,24,name,Tavern owner's daily booster pack Level 6
chest_config,25,name,Tavern owner's daily booster pack Level 7
chest_config,26,name,Tavern owner's daily booster pack Level 8
chest_config,27,name,Tavern owner's daily booster pack Level 9
chest_config,28,name,Tavern owner's daily booster pack Level 10
chest_config,29,name,Tavern owner's daily booster pack Level 11
chest_config,30,name,Tavern owner's daily booster pack Level 1(Old)
chest_config,31,name,Tavern owner's daily booster pack Level 2(Old)
chest_config,32,name,Tavern owner's daily booster pack Level 3(Old)
chest_config,33,name,Tavern owner's daily booster pack Level 4(Old)
chest_config,34,name,Tavern owner's daily booster pack Level 5(Old)
chest_config,35,name,Tavern owner's daily booster pack Level 6(Old)
chest_config,36,name,Tavern owner's daily booster pack Level Max
chest_config,37,name,Tavern owner's daily booster pack Level Max
chest_config,38,name,Tavern owner's daily booster pack Level 1
chest_config,39,name,Tavern owner's daily booster pack Level 2
chest_config,40,name,Tavern owner's daily booster pack Level 3
chest_config,41,name,Tavern owner's daily booster pack Level 4
chest_config,42,name,Tavern owner's daily booster pack Level 5
chest_config,43,name,Tavern owner's daily booster pack Level 6
chest_config,44,name,Tavern owner's daily booster pack Level 7
chest_config,45,name,Tavern owner's daily booster pack Level 8
