卡牌ID,卡牌ID,下一级别卡牌ID,需求游戏币,需求代币,需求材料2,需求材料3,需求材料4,需求材料5,需求材料6,需求材料7,需求材料8,需求材料9
787,220261,220262,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
788,23026,230261,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
789,230261,230262,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
790,24026,240261,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
791,240261,240262,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
792,25026,250261,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
793,250261,250262,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
794,26026,260261,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
795,260261,260262,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
796,21027,210271,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
797,210271,210272,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
798,22027,220271,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
799,220271,220272,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
800,23027,230271,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
801,230271,230272,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
802,24027,240271,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
803,240271,240272,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
804,26027,260271,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
805,260271,260272,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
806,21028,210281,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
807,210281,210282,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
808,23028,230281,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
809,230281,230282,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
810,24028,240281,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
811,240281,240282,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
812,26028,260281,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
813,260281,260282,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
814,21029,210291,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
815,210291,210292,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
816,22029,220291,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
817,220291,220292,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
818,23029,230291,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
819,230291,230292,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
820,24029,240291,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
821,240291,240292,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
822,25029,250291,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
823,250291,250292,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
824,26029,260291,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
825,260291,260292,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
826,31001,310011,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
827,310011,310012,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
828,32001,320011,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
829,320011,320012,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
830,34001,340011,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
831,340011,340012,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
832,35001,350011,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
833,350011,350012,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
834,36001,360011,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
835,360011,360012,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
836,31002,310021,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
837,310021,310022,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
838,32002,320021,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
839,320021,320022,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
840,33002,330021,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
841,330021,330022,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
842,34002,340021,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
843,340021,340022,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
844,35002,350021,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
845,350021,350022,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
846,36002,360021,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
847,360021,360022,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
848,31003,310031,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
849,310031,310032,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
850,32003,320031,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
851,320031,320032,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
852,33003,330031,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
853,330031,330032,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
854,34003,340031,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
855,340031,340032,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
856,35003,350031,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
857,350031,350032,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
858,36003,360031,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
859,360031,360032,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
860,31004,310041,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
861,310041,310042,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
862,32004,320041,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
863,320041,320042,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
864,33004,330041,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
865,330041,330042,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
866,34004,340041,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
867,340041,340042,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
868,35004,350041,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
869,350041,350042,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
870,36004,360041,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
871,360041,360042,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
872,32005,320051,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
873,320051,320052,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
874,33005,330051,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
875,330051,330052,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
876,34005,340051,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
877,340051,340052,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
878,35005,350051,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
879,350051,350052,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
880,36005,360051,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
881,360051,360052,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
882,31006,310061,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
883,310061,310062,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
884,32006,320061,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
885,320061,320062,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
886,33006,330061,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
887,330061,330062,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
888,34006,340061,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
889,340061,340062,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
890,35006,350061,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
891,350061,350062,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
892,36006,360061,735,,item|200001|231,item|400001|26,item|300001|2,,,,,
893,360061,360062,2568,,item|200001|404,item|400001|98,item|300001|4,,,,,
894,31007,310071,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
895,310071,310072,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
896,32007,320071,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
897,320071,320072,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
898,34007,340071,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
899,340071,340072,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
900,35007,350071,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
901,350071,350072,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
902,36007,360071,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
903,360071,360072,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
904,32008,320081,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
905,320081,320082,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
906,33008,330081,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
907,330081,330082,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
908,34008,340081,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
909,340081,340082,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
910,35008,350081,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
911,350081,350082,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
912,36008,360081,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
913,360081,360082,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
914,31009,310091,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
915,310091,310092,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
916,32009,320091,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
917,320091,320092,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
918,33009,330091,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
919,330091,330092,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
920,34009,340091,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
921,340091,340092,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
922,36009,360091,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
923,360091,360092,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
924,31010,310101,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
925,310101,310102,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
926,32010,320101,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
927,320101,320102,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
928,33010,330101,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
929,330101,330102,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
930,34010,340101,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
931,340101,340102,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
932,35010,350101,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
933,350101,350102,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
934,36010,360101,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
935,360101,360102,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
936,31011,310111,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
937,310111,310112,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
938,32011,320111,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
939,320111,320112,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
940,33011,330111,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
941,330111,330112,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
942,34011,340111,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
943,340111,340112,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
944,35011,350111,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
945,350111,350112,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
946,36011,360111,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
947,360111,360112,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
948,31012,310121,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
949,310121,310122,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
950,32012,320121,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
951,320121,320122,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
952,33012,330121,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
953,330121,330122,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
954,34012,340121,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
955,340121,340122,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
956,35012,350121,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
957,350121,350122,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
958,36012,360121,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
959,360121,360122,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
960,31013,310131,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
961,310131,310132,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
962,32013,320131,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
963,320131,320132,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
964,33013,330131,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
965,330131,330132,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
966,34013,340131,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
967,340131,340132,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
968,35013,350131,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
969,350131,350132,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
970,36013,360131,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
971,360131,360132,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
972,32014,320141,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
973,320141,320142,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
974,33014,330141,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
975,330141,330142,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
976,34014,340141,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
977,340141,340142,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
978,36014,360141,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
979,360141,360142,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
980,32015,320151,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
981,320151,320152,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
982,33015,330151,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
983,330151,330152,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
984,34015,340151,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
985,340151,340152,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
986,36015,360151,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
987,360151,360152,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
988,31016,310161,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
989,310161,310162,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
990,32016,320161,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
991,320161,320162,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
992,33016,330161,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
993,330161,330162,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
994,34016,340161,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
995,340161,340162,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
996,35016,350161,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
997,350161,350162,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
998,36016,360161,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
999,360161,360162,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1000,31017,310171,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1001,310171,310172,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1002,32017,320171,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1003,320171,320172,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1004,33017,330171,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1005,330171,330172,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1006,34017,340171,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1007,340171,340172,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1008,35017,350171,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1009,350171,350172,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1010,36017,360171,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1011,360171,360172,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1012,32018,320181,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1013,320181,320182,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1014,33018,330181,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1015,330181,330182,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1016,34018,340181,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1017,340181,340182,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1018,35018,350181,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1019,350181,350182,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1020,36018,360181,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1021,360181,360182,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1022,31019,310191,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1023,310191,310192,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1024,32019,320191,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1025,320191,320192,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1026,34019,340191,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1027,340191,340192,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1028,35019,350191,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1029,350191,350192,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1030,36019,360191,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1031,360191,360192,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1032,31020,310201,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1033,310201,310202,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1034,32020,320201,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1035,320201,320202,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1036,33020,330201,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1037,330201,330202,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1038,34020,340201,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1039,340201,340202,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1040,35020,350201,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1041,350201,350202,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1042,36020,360201,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1043,360201,360202,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1044,31021,310211,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1045,310211,310212,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1046,32021,320211,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1047,320211,320212,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1048,33021,330211,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1049,330211,330212,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1050,34021,340211,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1051,340211,340212,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1052,35021,350211,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1053,350211,350212,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1054,36021,360211,932,,item|200001|292,item|400001|32,item|300002|2,,,,,
1055,360211,360212,3260,,item|200001|512,item|400001|124,item|300002|4,,,,,
1056,31022,310221,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1057,310221,310222,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1058,32022,320221,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1059,320221,320222,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1060,33022,330221,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1061,330221,330222,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1062,34022,340221,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1063,340221,340222,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1064,35022,350221,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1065,350221,350222,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1066,36022,360221,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1067,360221,360222,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1068,31023,310231,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1069,310231,310232,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1070,32023,320231,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1071,320231,320232,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1072,33023,330231,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1073,330231,330232,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1074,34023,340231,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1075,340231,340232,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1076,35023,350231,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1077,350231,350232,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1078,36023,360231,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1079,360231,360232,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1080,31024,310241,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1081,310241,310242,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1082,32024,320241,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1083,320241,320242,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1084,33024,330241,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1085,330241,330242,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1086,34024,340241,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1087,340241,340242,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1088,35024,350241,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1089,350241,350242,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1090,36024,360241,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1091,360241,360242,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1092,33025,330251,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1093,330251,330252,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1094,35025,350251,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1095,350251,350252,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1096,36025,360251,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1097,360251,360252,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1098,32026,320261,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1099,320261,320262,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1100,33026,330261,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1101,330261,330262,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1102,34026,340261,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1103,340261,340262,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1104,36026,360261,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1105,360261,360262,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1106,31027,310271,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1107,310271,310272,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1108,32027,320271,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1109,320271,320272,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1110,34027,340271,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1111,340271,340272,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1112,35027,350271,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1113,350271,350272,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1114,36027,360271,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1115,360271,360272,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1116,31028,310281,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1117,310281,310282,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1118,32028,320281,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1119,320281,320282,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1120,33028,330281,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1121,330281,330282,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1122,34028,340281,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1123,340281,340282,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1124,35028,350281,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1125,350281,350282,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1126,36028,360281,1049,,item|200001|329,item|400001|36,item|300003|2,,,,,
1127,360281,360282,3668,,item|200001|576,item|400001|140,item|300003|4,,,,,
1128,31029,310291,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1129,310291,310292,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1130,32029,320291,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1131,320291,320292,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1132,33029,330291,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1133,330291,330292,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1134,34029,340291,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1135,340291,340292,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1136,35029,350291,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1137,350291,350292,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1138,36029,360291,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1139,360291,360292,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1140,31030,310301,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1141,310301,310302,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1142,32030,320301,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1143,320301,320302,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1144,33030,330301,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1145,330301,330302,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1146,34030,340301,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1147,340301,340302,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1148,35030,350301,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1149,350301,350302,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
1150,36030,360301,1165,,item|200001|365,item|400001|40,item|300004|2,,,,,
1151,360301,360302,4075,,item|200001|640,item|400001|155,item|300004|4,,,,,
