卡牌ID,卡牌组ID,卡牌等级,卡牌名字,卡牌类型,卡牌种类,卡牌品质,生命,标志,资源路径,使用水晶数量,评分,卡组数量限制,技能1,技能1,技能2,技能2,技能3,技能3
150077,15007,7,侍僧,monster,rarity,chaos,8,1,acolyte,3,640,2,magic,3,reflect,0,,
150081,15008,1,恶魔侏儒,monster,rarity,chaos,4,1,demon_dwarf,3,160,2,melee,2,magic,1,,
150082,15008,2,恶魔侏儒,monster,rarity,chaos,4,1,demon_dwarf,3,240,2,melee,2,magic,2,,
150083,15008,3,恶魔侏儒,monster,rarity,chaos,5,1,demon_dwarf,3,320,2,melee,2,magic,2,,
150084,15008,4,恶魔侏儒,monster,rarity,chaos,5,1,demon_dwarf,3,400,2,melee,2,magic,2,swap,0
150085,15008,5,恶魔侏儒,monster,rarity,chaos,6,1,demon_dwarf,3,480,2,melee,2,magic,2,swap,0
150086,15008,6,恶魔侏儒,monster,rarity,chaos,7,1,demon_dwarf,3,560,2,melee,2,magic,2,swap,0
150087,15008,7,恶魔侏儒,monster,rarity,chaos,7,1,demon_dwarf,3,640,2,melee,3,magic,2,swap,0
150091,15009,1,玛斯卡拉德,monster,epic,chaos,6,1,musculard,3,320,2,melee,3,reach,0,,
150092,15009,2,玛斯卡拉德,monster,epic,chaos,7,1,musculard,3,480,2,melee,3,reach,0,,
150093,15009,3,玛斯卡拉德,monster,epic,chaos,7,1,musculard,3,640,2,melee,4,reach,0,,
150094,15009,4,玛斯卡拉德,monster,epic,chaos,8,1,musculard,3,800,2,melee,4,reach,0,,
150095,15009,5,玛斯卡拉德,monster,epic,chaos,8,1,musculard,3,960,2,melee,5,reach,0,,
150096,15009,6,玛斯卡拉德,monster,epic,chaos,10,1,musculard,3,1120,2,melee,5,reach,0,,
150097,15009,7,玛斯卡拉德,monster,epic,chaos,10,1,musculard,3,1280,2,melee,6,reach,0,,
150098,15009,8,玛斯卡拉德,monster,epic,chaos,11,1,musculard,3,1440,2,melee,7,reach,0,,
150101,15010,1,天空蜉蝣,monster,rare,chaos,3,1,sky_drake,3,80,2,melee,2,flying,0,,
150102,15010,2,天空蜉蝣,monster,rare,chaos,4,1,sky_drake,3,120,2,melee,2,flying,0,,
150103,15010,3,天空蜉蝣,monster,rare,chaos,4,1,sky_drake,3,160,2,melee,3,flying,0,,
150104,15010,4,天空蜉蝣,monster,rare,chaos,5,1,sky_drake,3,200,2,melee,3,flying,0,,
150105,15010,5,天空蜉蝣,monster,rare,chaos,6,1,sky_drake,3,240,2,melee,3,flying,0,,
150106,15010,6,天空蜉蝣,monster,rare,chaos,8,1,sky_drake,3,280,2,melee,3,flying,0,,
150111,15011,1,地牢师傅,monster,epic,chaos,3,1,dungeonmaster,2,320,2,magic,2,stealth,0,,
150112,15011,2,地牢师傅,monster,epic,chaos,4,1,dungeonmaster,2,480,2,magic,2,stealth,0,,
150113,15011,3,地牢师傅,monster,epic,chaos,3,1,dungeonmaster,2,640,2,magic,3,stealth,0,,
150114,15011,4,地牢师傅,monster,epic,chaos,4,1,dungeonmaster,2,800,2,magic,3,stealth,0,,
150115,15011,5,地牢师傅,monster,epic,chaos,4,1,dungeonmaster,2,960,2,magic,4,stealth,0,,
150116,15011,6,地牢师傅,monster,epic,chaos,5,1,dungeonmaster,2,1120,2,magic,4,stealth,0,,
150117,15011,7,地牢师傅,monster,epic,chaos,6,1,dungeonmaster,2,1280,2,magic,4,stealth,0,,
150118,15011,8,地牢师傅,monster,epic,chaos,6,1,dungeonmaster,2,1440,2,magic,5,stealth,0,,
150121,15012,1,巨鼠,monster,rarity,chaos,7,1,giantrat,3,160,2,melee,3,,,,
150122,15012,2,巨鼠,monster,rarity,chaos,7,1,giantrat,3,240,2,melee,4,,,,
150123,15012,3,巨鼠,monster,rarity,chaos,8,1,giantrat,3,320,2,melee,4,,,,
150124,15012,4,巨鼠,monster,rarity,chaos,7,1,giantrat,3,400,2,melee,4,drain_crystal,1,,
150125,15012,5,巨鼠,monster,rarity,chaos,8,1,giantrat,3,480,2,melee,4,drain_crystal,1,,
150126,15012,6,巨鼠,monster,rarity,chaos,8,1,giantrat,3,560,2,melee,5,drain_crystal,1,,
150127,15012,7,巨鼠,monster,rarity,chaos,8,1,giantrat,3,640,2,melee,6,drain_crystal,1,,
150131,15013,1,火焰,monster,rarity,chaos,1,1,whisp,3,160,2,demoralize,3,stealth,0,,
150132,15013,2,火焰,monster,rarity,chaos,2,1,whisp,3,240,2,demoralize,3,stealth,0,,
150133,15013,3,火焰,monster,rarity,chaos,2,1,whisp,3,320,2,demoralize,4,stealth,0,,
150134,15013,4,火焰,monster,rarity,chaos,3,1,whisp,3,400,2,demoralize,4,stealth,0,,
150135,15013,5,火焰,monster,rarity,chaos,3,1,whisp,3,480,2,demoralize,4,stealth,0,crystal,1
150136,15013,6,火焰,monster,rarity,chaos,4,1,whisp,3,560,2,demoralize,4,stealth,0,crystal,1
150137,15013,7,火焰,monster,rarity,chaos,4,1,whisp,3,640,2,demoralize,5,stealth,0,crystal,1
150141,15014,1,蓝龙,monster,epic,chaos,8,1,blue_dragon,5,320,2,melee,4,flying,0,,
150142,15014,2,蓝龙,monster,epic,chaos,8,1,blue_dragon,5,480,2,melee,5,flying,0,,
150143,15014,3,蓝龙,monster,epic,chaos,9,1,blue_dragon,5,640,2,melee,5,flying,0,,
150144,15014,4,蓝龙,monster,epic,chaos,9,1,blue_dragon,5,800,2,melee,5,flying,0,drain_crystal,1
150145,15014,5,蓝龙,monster,epic,chaos,10,1,blue_dragon,5,960,2,melee,5,flying,0,drain_crystal,1
150146,15014,6,蓝龙,monster,epic,chaos,11,1,blue_dragon,5,1120,2,melee,5,flying,0,drain_crystal,1
150147,15014,7,蓝龙,monster,epic,chaos,11,1,blue_dragon,5,1280,2,melee,6,flying,0,drain_crystal,1
150148,15014,8,蓝龙,monster,epic,chaos,12,1,blue_dragon,5,1440,2,melee,7,flying,0,drain_crystal,1
150151,15015,1,游灵,monster,rarity,chaos,1,1,aeon,2,160,2,magic,2,,,,
150152,15015,2,游灵,monster,rarity,chaos,1,1,aeon,2,240,2,magic,3,,,,
150153,15015,3,游灵,monster,rarity,chaos,2,1,aeon,2,320,2,magic,3,,,,
150154,15015,4,游灵,monster,rarity,chaos,2,1,aeon,2,400,2,magic,3,magic_aoe,1,,
150155,15015,5,游灵,monster,rarity,chaos,2,1,aeon,2,480,2,magic,4,magic_aoe,1,,
150156,15015,6,游灵,monster,rarity,chaos,3,1,aeon,2,560,2,magic,4,magic_aoe,1,,
150157,15015,7,游灵,monster,rarity,chaos,3,1,aeon,2,640,2,magic,4,magic_aoe,2,,
150161,15016,1,奥术垃圾,monster,normal,chaos,2,1,arcane_garbage,2,40,2,magic,1,magic_aoe,1,,
150162,15016,2,奥术垃圾,monster,normal,chaos,3,1,arcane_garbage,2,60,2,magic,1,magic_aoe,1,,
150163,15016,3,奥术垃圾,monster,normal,chaos,2,1,arcane_garbage,2,80,2,magic,2,magic_aoe,1,,
150164,15016,4,奥术垃圾,monster,normal,chaos,3,1,arcane_garbage,2,100,2,magic,2,magic_aoe,1,,
150165,15016,5,奥术垃圾,monster,normal,chaos,2,1,arcane_garbage,2,120,2,magic,2,magic_aoe,2,,
150171,15017,1,大钳虫,monster,normal,chaos,5,1,big_pliers,3,80,2,melee,2,cleave,0,,
150172,15017,2,大钳虫,monster,normal,chaos,6,1,big_pliers,3,120,2,melee,2,cleave,0,,
150173,15017,3,大钳虫,monster,normal,chaos,6,1,big_pliers,3,160,2,melee,3,cleave,0,,
150174,15017,4,大钳虫,monster,normal,chaos,7,1,big_pliers,3,200,2,melee,3,cleave,0,,
150175,15017,5,大钳虫,monster,normal,chaos,7,1,big_pliers,3,240,2,melee,4,cleave,0,,
150181,15018,1,捣蛋小鬼,monster,rare,chaos,4,1,naughty_imp,2,80,2,chance,1,swap,0,,
150182,15018,2,捣蛋小鬼,monster,rare,chaos,4,1,naughty_imp,2,120,2,chance,2,swap,0,,
150183,15018,3,捣蛋小鬼,monster,rare,chaos,5,1,naughty_imp,2,160,2,chance,2,swap,0,,
150184,15018,4,捣蛋小鬼,monster,rare,chaos,5,1,naughty_imp,2,200,2,chance,3,swap,0,,
150185,15018,5,捣蛋小鬼,monster,rare,chaos,6,1,naughty_imp,2,240,2,chance,3,swap,0,,
150186,15018,6,捣蛋小鬼,monster,rare,chaos,6,1,naughty_imp,2,280,2,chance,3,swap,0,flying,0
150191,15019,1,疯侏儒,monster,rare,chaos,4,1,mad_dwarf,2,80,2,chance,1,reflect,0,,
150192,15019,2,疯侏儒,monster,rare,chaos,4,1,mad_dwarf,2,120,2,chance,2,reflect,0,,
150193,15019,3,疯侏儒,monster,rare,chaos,5,1,mad_dwarf,2,160,2,chance,2,reflect,0,,
150194,15019,4,疯侏儒,monster,rare,chaos,5,1,mad_dwarf,2,200,2,chance,3,reflect,0,,
150195,15019,5,疯侏儒,monster,rare,chaos,6,1,mad_dwarf,2,240,2,chance,3,reflect,0,,
150196,15019,6,疯侏儒,monster,rare,chaos,6,1,mad_dwarf,2,280,2,chance,4,reflect,0,,
,,,,,,,,,,,,,,,,,,
21001,21001,1,便服,armor,normal,war,2,1,plain_clothes,1,70,2,,,,,,
210011,21001,2,便服,armor,normal,war,4,1,plain_clothes,1,140,2,,,,,,
210012,21001,3,便服,armor,normal,war,6,1,plain_clothes,1,210,2,,,,,,
22001,22001,1,便服,armor,normal,fortune,2,1,plain_clothes,1,70,2,,,,,,
220011,22001,2,便服,armor,normal,fortune,4,1,plain_clothes,1,140,2,,,,,,
220012,22001,3,便服,armor,normal,fortune,6,1,plain_clothes,1,210,2,,,,,,
23001,23001,1,便服,armor,normal,balance,2,1,plain_clothes,1,70,2,,,,,,
230011,23001,2,便服,armor,normal,balance,4,1,plain_clothes,1,140,2,,,,,,
230012,23001,3,便服,armor,normal,balance,6,1,plain_clothes,1,210,2,,,,,,
24001,24001,1,便服,armor,normal,nature,2,1,plain_clothes,1,70,2,,,,,,
240011,24001,2,便服,armor,normal,nature,4,1,plain_clothes,1,140,2,,,,,,
240012,24001,3,便服,armor,normal,nature,6,1,plain_clothes,1,210,2,,,,,,
25001,25001,1,便服,armor,normal,chaos,2,1,plain_clothes,1,70,2,,,,,,
250011,25001,2,便服,armor,normal,chaos,4,1,plain_clothes,1,140,2,,,,,,
250012,25001,3,便服,armor,normal,chaos,6,1,plain_clothes,1,210,2,,,,,,
26001,26001,1,便服,armor,normal,all,2,1,plain_clothes,2,70,2,,,,,,
260011,26001,2,便服,armor,normal,all,4,1,plain_clothes,2,140,2,,,,,,
260012,26001,3,便服,armor,normal,all,6,1,plain_clothes,2,210,2,,,,,,
21002,21002,1,金属帽子,armor,normal,war,3,1,metal_cap,2,70,2,,,,,,
210021,21002,2,金属帽子,armor,normal,war,5,1,metal_cap,2,140,2,,,,,,
210022,21002,3,金属帽子,armor,normal,war,7,1,metal_cap,2,210,2,,,,,,
22002,22002,1,金属帽子,armor,normal,fortune,3,1,metal_cap,2,70,2,,,,,,
220021,22002,2,金属帽子,armor,normal,fortune,5,1,metal_cap,2,140,2,,,,,,
220022,22002,3,金属帽子,armor,normal,fortune,7,1,metal_cap,2,210,2,,,,,,
23002,23002,1,金属帽子,armor,normal,balance,3,1,metal_cap,2,70,2,,,,,,
230021,23002,2,金属帽子,armor,normal,balance,5,1,metal_cap,2,140,2,,,,,,
230022,23002,3,金属帽子,armor,normal,balance,7,1,metal_cap,2,210,2,,,,,,
24002,24002,1,金属帽子,armor,normal,nature,3,1,metal_cap,2,70,2,,,,,,
240021,24002,2,金属帽子,armor,normal,nature,5,1,metal_cap,2,140,2,,,,,,
240022,24002,3,金属帽子,armor,normal,nature,7,1,metal_cap,2,210,2,,,,,,
25002,25002,1,金属帽子,armor,normal,chaos,3,1,metal_cap,2,70,2,,,,,,
250021,25002,2,金属帽子,armor,normal,chaos,5,1,metal_cap,2,140,2,,,,,,
250022,25002,3,金属帽子,armor,normal,chaos,7,1,metal_cap,2,210,2,,,,,,
26002,26002,1,金属帽子,armor,normal,all,3,1,metal_cap,3,70,2,,,,,,
260021,26002,2,金属帽子,armor,normal,all,5,1,metal_cap,3,140,2,,,,,,
260022,26002,3,金属帽子,armor,normal,all,7,1,metal_cap,3,210,2,,,,,,
21003,21003,1,尖刺护腿,armor,normal,war,3,1,spiked_leggings,3,70,2,thorns,1,,,,
210031,21003,2,尖刺护腿,armor,normal,war,5,1,spiked_leggings,3,140,2,thorns,1,,,,
210032,21003,3,尖刺护腿,armor,normal,war,6,1,spiked_leggings,3,210,2,thorns,2,,,,
22003,22003,1,尖刺护腿,armor,normal,fortune,3,1,spiked_leggings,3,70,2,thorns,1,,,,
220031,22003,2,尖刺护腿,armor,normal,fortune,5,1,spiked_leggings,3,140,2,thorns,1,,,,
220032,22003,3,尖刺护腿,armor,normal,fortune,6,1,spiked_leggings,3,210,2,thorns,2,,,,
23003,23003,1,尖刺护腿,armor,normal,balance,3,1,spiked_leggings,3,70,2,thorns,1,,,,
230031,23003,2,尖刺护腿,armor,normal,balance,5,1,spiked_leggings,3,140,2,thorns,1,,,,
230032,23003,3,尖刺护腿,armor,normal,balance,6,1,spiked_leggings,3,210,2,thorns,2,,,,
24003,24003,1,尖刺护腿,armor,normal,nature,3,1,spiked_leggings,3,70,2,thorns,1,,,,
240031,24003,2,尖刺护腿,armor,normal,nature,5,1,spiked_leggings,3,140,2,thorns,1,,,,
240032,24003,3,尖刺护腿,armor,normal,nature,6,1,spiked_leggings,3,210,2,thorns,2,,,,
25003,25003,1,尖刺护腿,armor,normal,chaos,3,1,spiked_leggings,3,70,2,thorns,1,,,,
250031,25003,2,尖刺护腿,armor,normal,chaos,5,1,spiked_leggings,3,140,2,thorns,1,,,,
250032,25003,3,尖刺护腿,armor,normal,chaos,6,1,spiked_leggings,3,210,2,thorns,2,,,,
26003,26003,1,尖刺护腿,armor,normal,all,3,1,spiked_leggings,4,70,2,thorns,1,,,,
260031,26003,2,尖刺护腿,armor,normal,all,5,1,spiked_leggings,4,140,2,thorns,1,,,,
260032,26003,3,尖刺护腿,armor,normal,all,6,1,spiked_leggings,4,210,2,thorns,2,,,,
21004,21004,1,骑士手套,armor,normal,war,3,1,heavy_gloves,4,70,2,reach,0,,,,
210041,21004,2,骑士手套,armor,normal,war,5,1,heavy_gloves,4,140,2,reach,0,,,,
210042,21004,3,骑士手套,armor,normal,war,6,1,heavy_gloves,4,210,2,reach,0,breaker,2,,
22004,22004,1,骑士手套,armor,normal,fortune,3,1,heavy_gloves,4,70,2,reach,0,,,,
220041,22004,2,骑士手套,armor,normal,fortune,5,1,heavy_gloves,4,140,2,reach,0,,,,
220042,22004,3,骑士手套,armor,normal,fortune,6,1,heavy_gloves,4,210,2,reach,0,breaker,2,,
23004,23004,1,骑士手套,armor,normal,balance,3,1,heavy_gloves,4,70,2,reach,0,,,,
230041,23004,2,骑士手套,armor,normal,balance,5,1,heavy_gloves,4,140,2,reach,0,,,,
230042,23004,3,骑士手套,armor,normal,balance,6,1,heavy_gloves,4,210,2,reach,0,breaker,2,,
24004,24004,1,骑士手套,armor,normal,nature,3,1,heavy_gloves,4,70,2,reach,0,,,,
240041,24004,2,骑士手套,armor,normal,nature,5,1,heavy_gloves,4,140,2,reach,0,,,,
240042,24004,3,骑士手套,armor,normal,nature,6,1,heavy_gloves,4,210,2,reach,0,breaker,2,,
25004,25004,1,骑士手套,armor,normal,chaos,3,1,heavy_gloves,4,70,2,reach,0,,,,
250041,25004,2,骑士手套,armor,normal,chaos,5,1,heavy_gloves,4,140,2,reach,0,,,,
250042,25004,3,骑士手套,armor,normal,chaos,6,1,heavy_gloves,4,210,2,reach,0,breaker,2,,
26004,26004,1,骑士手套,armor,normal,all,3,1,heavy_gloves,5,70,2,reach,0,,,,
260041,26004,2,骑士手套,armor,normal,all,5,1,heavy_gloves,5,140,2,reach,0,,,,
260042,26004,3,骑士手套,armor,normal,all,6,1,heavy_gloves,5,210,2,reach,0,breaker,2,,
21005,21005,1,毛皮甲,armor,rare,war,3,1,fur_armor,2,140,2,cleave,0,,,,
210051,21005,2,毛皮甲,armor,rare,war,5,1,fur_armor,2,280,2,cleave,0,,,,
210052,21005,3,毛皮甲,armor,rare,war,6,1,fur_armor,2,420,2,cleave,0,melee,1,,
22005,22005,1,毛皮甲,armor,rare,fortune,3,1,fur_armor,2,140,2,cleave,0,,,,
220051,22005,2,毛皮甲,armor,rare,fortune,5,1,fur_armor,2,280,2,cleave,0,,,,
220052,22005,3,毛皮甲,armor,rare,fortune,6,1,fur_armor,2,420,2,cleave,0,melee,1,,
23005,23005,1,毛皮甲,armor,rare,balance,3,1,fur_armor,2,140,2,cleave,0,,,,
230051,23005,2,毛皮甲,armor,rare,balance,5,1,fur_armor,2,280,2,cleave,0,,,,
230052,23005,3,毛皮甲,armor,rare,balance,6,1,fur_armor,2,420,2,cleave,0,melee,1,,
24005,24005,1,毛皮甲,armor,rare,nature,3,1,fur_armor,2,140,2,cleave,0,,,,
240051,24005,2,毛皮甲,armor,rare,nature,5,1,fur_armor,2,280,2,cleave,0,,,,
240052,24005,3,毛皮甲,armor,rare,nature,6,1,fur_armor,2,420,2,cleave,0,melee,1,,
25005,25005,1,毛皮甲,armor,rare,chaos,3,1,fur_armor,2,140,2,cleave,0,,,,
250051,25005,2,毛皮甲,armor,rare,chaos,5,1,fur_armor,2,280,2,cleave,0,,,,
250052,25005,3,毛皮甲,armor,rare,chaos,6,1,fur_armor,2,420,2,cleave,0,melee,1,,
26005,26005,1,毛皮甲,armor,rare,all,3,1,fur_armor,3,140,2,cleave,0,,,,
260051,26005,2,毛皮甲,armor,rare,all,5,1,fur_armor,3,280,2,cleave,0,,,,
260052,26005,3,毛皮甲,armor,rare,all,6,1,fur_armor,3,420,2,cleave,0,melee,1,,
22006,22006,1,盗贼斗篷,armor,normal,fortune,2,1,thief_cloak,2,70,2,chance,1,,,,
220061,22006,2,盗贼斗篷,armor,normal,fortune,4,1,thief_cloak,2,140,2,chance,1,,,,
220062,22006,3,盗贼斗篷,armor,normal,fortune,5,1,thief_cloak,2,210,2,chance,2,,,,
23006,23006,1,盗贼斗篷,armor,normal,balance,2,1,thief_cloak,2,70,2,chance,1,,,,
230061,23006,2,盗贼斗篷,armor,normal,balance,4,1,thief_cloak,2,140,2,chance,1,,,,
230062,23006,3,盗贼斗篷,armor,normal,balance,5,1,thief_cloak,2,210,2,chance,2,,,,
24006,24006,1,盗贼斗篷,armor,normal,nature,2,1,thief_cloak,2,70,2,chance,1,,,,
240061,24006,2,盗贼斗篷,armor,normal,nature,4,1,thief_cloak,2,140,2,chance,1,,,,
240062,24006,3,盗贼斗篷,armor,normal,nature,5,1,thief_cloak,2,210,2,chance,2,,,,
25006,25006,1,盗贼斗篷,armor,normal,chaos,2,1,thief_cloak,2,70,2,chance,1,,,,
250061,25006,2,盗贼斗篷,armor,normal,chaos,4,1,thief_cloak,2,140,2,chance,1,,,,
250062,25006,3,盗贼斗篷,armor,normal,chaos,5,1,thief_cloak,2,210,2,chance,2,,,,
26006,26006,1,盗贼斗篷,armor,normal,all,2,1,thief_cloak,3,70,2,chance,1,,,,
260061,26006,2,盗贼斗篷,armor,normal,all,4,1,thief_cloak,3,140,2,chance,1,,,,
260062,26006,3,盗贼斗篷,armor,normal,all,5,1,thief_cloak,3,210,2,chance,2,,,,
21007,21007,1,巡游手套,armor,normal,war,2,1,unused_gloves6,2,70,2,counter,0,,,,
210071,21007,2,巡游手套,armor,normal,war,4,1,unused_gloves6,2,140,2,counter,0,,,,
210072,21007,3,巡游手套,armor,normal,war,5,1,unused_gloves6,2,210,2,counter,0,thorns,1,,
22007,22007,1,巡游手套,armor,normal,fortune,2,1,unused_gloves6,2,70,2,counter,0,,,,
220071,22007,2,巡游手套,armor,normal,fortune,4,1,unused_gloves6,2,140,2,counter,0,,,,
220072,22007,3,巡游手套,armor,normal,fortune,5,1,unused_gloves6,2,210,2,counter,0,thorns,1,,
23007,23007,1,巡游手套,armor,normal,balance,2,1,unused_gloves6,2,70,2,counter,0,,,,
230071,23007,2,巡游手套,armor,normal,balance,4,1,unused_gloves6,2,140,2,counter,0,,,,
230072,23007,3,巡游手套,armor,normal,balance,5,1,unused_gloves6,2,210,2,counter,0,thorns,1,,
24007,24007,1,巡游手套,armor,normal,nature,2,1,unused_gloves6,2,70,2,counter,0,,,,
240071,24007,2,巡游手套,armor,normal,nature,4,1,unused_gloves6,2,140,2,counter,0,,,,
240072,24007,3,巡游手套,armor,normal,nature,5,1,unused_gloves6,2,210,2,counter,0,thorns,1,,
25007,25007,1,巡游手套,armor,normal,chaos,2,1,unused_gloves6,2,70,2,counter,0,,,,
250071,25007,2,巡游手套,armor,normal,chaos,4,1,unused_gloves6,2,140,2,counter,0,,,,
250072,25007,3,巡游手套,armor,normal,chaos,5,1,unused_gloves6,2,210,2,counter,0,thorns,1,,
26007,26007,1,巡游手套,armor,normal,all,2,1,unused_gloves6,3,70,2,counter,0,,,,
260071,26007,2,巡游手套,armor,normal,all,4,1,unused_gloves6,3,140,2,counter,0,,,,
260072,26007,3,巡游手套,armor,normal,all,5,1,unused_gloves6,3,210,2,counter,0,thorns,1,,
22008,22008,1,视觉手套,armor,normal,fortune,2,1,sight_bracers,2,70,2,ranged,1,,,,
220081,22008,2,视觉手套,armor,normal,fortune,4,1,sight_bracers,2,140,2,ranged,1,,,,
220082,22008,3,视觉手套,armor,normal,fortune,4,1,sight_bracers,2,210,2,ranged,2,,,,
23008,23008,1,视觉手套,armor,normal,balance,2,1,sight_bracers,2,70,2,ranged,1,,,,
230081,23008,2,视觉手套,armor,normal,balance,4,1,sight_bracers,2,140,2,ranged,1,,,,
230082,23008,3,视觉手套,armor,normal,balance,4,1,sight_bracers,2,210,2,ranged,2,,,,
24008,24008,1,视觉手套,armor,normal,nature,2,1,sight_bracers,2,70,2,ranged,1,,,,
240081,24008,2,视觉手套,armor,normal,nature,4,1,sight_bracers,2,140,2,ranged,1,,,,
240082,24008,3,视觉手套,armor,normal,nature,4,1,sight_bracers,2,210,2,ranged,2,,,,
26008,26008,1,视觉手套,armor,normal,all,2,1,sight_bracers,3,70,2,ranged,1,,,,
260081,26008,2,视觉手套,armor,normal,all,4,1,sight_bracers,3,140,2,ranged,1,,,,
260082,26008,3,视觉手套,armor,normal,all,4,1,sight_bracers,3,210,2,ranged,2,,,,
21009,21009,1,锁子甲,armor,rare,war,5,1,chain_mail,3,140,2,,,,,,
210091,21009,2,锁子甲,armor,rare,war,7,1,chain_mail,3,280,2,,,,,,
210092,21009,3,锁子甲,armor,rare,war,8,1,chain_mail,3,420,2,immunity,0,,,,
22009,22009,1,锁子甲,armor,rare,fortune,5,1,chain_mail,3,140,2,,,,,,
220091,22009,2,锁子甲,armor,rare,fortune,7,1,chain_mail,3,280,2,,,,,,
220092,22009,3,锁子甲,armor,rare,fortune,8,1,chain_mail,3,420,2,immunity,0,,,,
23009,23009,1,锁子甲,armor,rare,balance,5,1,chain_mail,3,140,2,,,,,,
230091,23009,2,锁子甲,armor,rare,balance,7,1,chain_mail,3,280,2,,,,,,
230092,23009,3,锁子甲,armor,rare,balance,8,1,chain_mail,3,420,2,immunity,0,,,,
24009,24009,1,锁子甲,armor,rare,nature,5,1,chain_mail,3,140,2,,,,,,
240091,24009,2,锁子甲,armor,rare,nature,7,1,chain_mail,3,280,2,,,,,,
240092,24009,3,锁子甲,armor,rare,nature,8,1,chain_mail,3,420,2,immunity,0,,,,
25009,25009,1,锁子甲,armor,rare,chaos,5,1,chain_mail,3,140,2,,,,,,
250091,25009,2,锁子甲,armor,rare,chaos,7,1,chain_mail,3,280,2,,,,,,
250092,25009,3,锁子甲,armor,rare,chaos,8,1,chain_mail,3,420,2,immunity,0,,,,
26009,26009,1,锁子甲,armor,rare,all,5,1,chain_mail,4,140,2,,,,,,
260091,26009,2,锁子甲,armor,rare,all,7,1,chain_mail,4,280,2,,,,,,
260092,26009,3,锁子甲,armor,rare,all,8,1,chain_mail,4,420,2,immunity,0,,,,
21010,21010,1,皮革甲,armor,rare,war,4,1,leather_armor,2,140,2,,,,,,
210101,21010,2,皮革甲,armor,rare,war,6,1,leather_armor,2,280,2,,,,,,
210102,21010,3,皮革甲,armor,rare,war,8,1,leather_armor,2,420,2,,,,,,
22010,22010,1,皮革甲,armor,rare,fortune,4,1,leather_armor,2,140,2,,,,,,
220101,22010,2,皮革甲,armor,rare,fortune,6,1,leather_armor,2,280,2,,,,,,
220102,22010,3,皮革甲,armor,rare,fortune,8,1,leather_armor,2,420,2,,,,,,
23010,23010,1,皮革甲,armor,rare,balance,4,1,leather_armor,2,140,2,,,,,,
230101,23010,2,皮革甲,armor,rare,balance,6,1,leather_armor,2,280,2,,,,,,
230102,23010,3,皮革甲,armor,rare,balance,8,1,leather_armor,2,420,2,,,,,,
24010,24010,1,皮革甲,armor,rare,nature,4,1,leather_armor,2,140,2,,,,,,
240101,24010,2,皮革甲,armor,rare,nature,6,1,leather_armor,2,280,2,,,,,,
240102,24010,3,皮革甲,armor,rare,nature,8,1,leather_armor,2,420,2,,,,,,
25010,25010,1,皮革甲,armor,rare,chaos,4,1,leather_armor,2,140,2,,,,,,
250101,25010,2,皮革甲,armor,rare,chaos,6,1,leather_armor,2,280,2,,,,,,
250102,25010,3,皮革甲,armor,rare,chaos,8,1,leather_armor,2,420,2,,,,,,
26010,26010,1,皮革甲,armor,rare,all,4,1,leather_armor,3,140,2,,,,,,
260101,26010,2,皮革甲,armor,rare,all,6,1,leather_armor,3,280,2,,,,,,
260102,26010,3,皮革甲,armor,rare,all,8,1,leather_armor,3,420,2,,,,,,
21011,21011,1,武僧甲,armor,rare,war,3,1,monk_armor,2,140,2,counter,0,,,,
210111,21011,2,武僧甲,armor,rare,war,5,1,monk_armor,2,280,2,counter,0,,,,
210112,21011,3,武僧甲,armor,rare,war,6,1,monk_armor,2,420,2,counter,0,cleave,0,,
22011,22011,1,武僧甲,armor,rare,fortune,3,1,monk_armor,2,140,2,counter,0,,,,
220111,22011,2,武僧甲,armor,rare,fortune,5,1,monk_armor,2,280,2,counter,0,,,,
220112,22011,3,武僧甲,armor,rare,fortune,6,1,monk_armor,2,420,2,counter,0,cleave,0,,
23011,23011,1,武僧甲,armor,rare,balance,3,1,monk_armor,2,140,2,counter,0,,,,
230111,23011,2,武僧甲,armor,rare,balance,5,1,monk_armor,2,280,2,counter,0,,,,
230112,23011,3,武僧甲,armor,rare,balance,6,1,monk_armor,2,420,2,counter,0,cleave,0,,
24011,24011,1,武僧甲,armor,rare,nature,3,1,monk_armor,2,140,2,counter,0,,,,
240111,24011,2,武僧甲,armor,rare,nature,5,1,monk_armor,2,280,2,counter,0,,,,
240112,24011,3,武僧甲,armor,rare,nature,6,1,monk_armor,2,420,2,counter,0,cleave,0,,
25011,25011,1,武僧甲,armor,rare,chaos,3,1,monk_armor,2,140,2,counter,0,,,,
250111,25011,2,武僧甲,armor,rare,chaos,5,1,monk_armor,2,280,2,counter,0,,,,
250112,25011,3,武僧甲,armor,rare,chaos,6,1,monk_armor,2,420,2,counter,0,cleave,0,,
26011,26011,1,武僧甲,armor,rare,all,3,1,monk_armor,3,140,2,counter,0,,,,
260111,26011,2,武僧甲,armor,rare,all,5,1,monk_armor,3,280,2,counter,0,,,,
260112,26011,3,武僧甲,armor,rare,all,6,1,monk_armor,3,420,2,counter,0,cleave,0,,
21012,21012,1,凶恶面具,armor,rare,war,3,1,ferocious_mask,2,140,2,thrash,2,,,,
210121,21012,2,凶恶面具,armor,rare,war,5,1,ferocious_mask,2,280,2,thrash,2,,,,
210122,21012,3,凶恶面具,armor,rare,war,6,1,ferocious_mask,2,420,2,thrash,3,,,,
