卡牌ID,熟练度等级下限,熟练度等级上限,任务类型,参数1,参数2,参数3,参数4,结果,随机概率,奖励类型,奖励id,奖励数量,奖励类型,奖励id,奖励数量,描述
1100043,11,11,2,war|fortune,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个战争或命运（红色或黄色）卡片并获得1场胜利
1100044,11,11,2,war|balance,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个战争或平衡（红色或蓝色）卡片并获得1场胜利
1100045,11,11,2,war|nature,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个战争或自然（红色或绿色）卡片并获得1场胜利
1100046,11,11,2,war|chaos,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个战争或混乱（红色或紫色）卡片并获得1场胜利
1100047,11,11,2,war|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个战争或全能（红色或白色）卡片并获得1场胜利
1100048,11,11,2,fortune|balance,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）卡片并获得1场胜利
1100049,11,11,2,fortune|nature,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个命运或自然（黄色或绿色）卡片并获得1场胜利
1100050,11,11,2,fortune|chaos,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个命运或混乱（黄色或紫色）卡片并获得1场胜利
1100051,11,11,2,fortune|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个命运或全能（黄色或白色）卡片并获得1场胜利
1100052,11,11,2,balance|nature,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个平衡或自然（蓝色或绿色）卡片并获得1场胜利
1100053,11,11,2,balance|chaos,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个平衡或混乱（蓝色或紫色）卡片并获得1场胜利
1100054,11,11,2,balance|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个平衡或全能（蓝色或紫色）卡片并获得1场胜利
1100055,11,11,2,nature|chaos,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个自然或混乱（绿色或紫色）卡片并获得1场胜利
1100056,11,11,2,nature|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个自然或全能（绿色或白色）卡片并获得1场胜利
1100057,11,11,2,chaos|all,monster|armor|equip|consume,5,0,1,334,chest,48,1,resource,500001,10,召唤5个混乱或全能（紫色或白色）卡片并获得1场胜利
1100058,11,11,3,0,0,0,0,1,14962,chest,48,1,resource,500001,10,赢得一场胜利
1100059,11,11,4,0,0,0,0,6,15000,chest,48,1,resource,500001,10,消灭6个怪物
1100060,11,11,5,0,0,0,0,6,15000,chest,48,1,resource,500001,10,使用6个道具
1100061,11,11,6,0,monster,2,2,4,1000,chest,48,1,resource,500001,10,召唤4个费用2以下的怪物（包含费用2）
1100062,11,11,6,0,monster,3,2,5,1000,chest,48,1,resource,500001,10,召唤5个费用3以下的怪物（包含费用3）
1100063,11,11,6,0,monster,4,2,6,1000,chest,48,1,resource,500001,10,召唤6个费用4以下的怪物（包含费用4）
1100064,11,11,6,0,monster,2,1,5,1000,chest,48,1,resource,500001,10,召唤5个费用2以上的怪物（包含费用2）
1100065,11,11,6,0,monster,3,1,4,1000,chest,48,1,resource,500001,10,召唤4个费用3以上的怪物（包含费用3）
1100066,11,11,6,0,monster,4,1,3,1000,chest,48,1,resource,500001,10,召唤3个费用4以上的怪物（包含费用4）
1100067,11,11,3,0,0,0,0,1,1000,chest,48,1,resource,500001,10,赢得一场胜利
1100068,11,11,6,0,armor|equip|consume,2,2,4,1000,chest,48,1,resource,500001,10,召唤4个费用2以下的道具（包含费用2）
1100069,11,11,6,0,armor|equip|consume,3,2,5,1000,chest,48,1,resource,500001,10,召唤5个费用3以下的道具（包含费用3）
1100070,11,11,6,0,armor|equip|consume,4,2,6,1000,chest,48,1,resource,500001,10,召唤6个费用4以下的道具（包含费用4）
1100071,11,11,6,0,armor|equip|consume,2,1,5,1000,chest,48,1,resource,500001,10,召唤5个费用2以上的道具（包含费用2）
1100072,11,11,6,0,armor|equip|consume,3,1,4,1000,chest,48,1,resource,500001,10,召唤4个费用3以上的道具（包含费用3）
1100073,11,11,6,0,armor|equip|consume,4,1,3,1000,chest,48,1,resource,500001,10,召唤3个费用4以上的道具（包含费用4）
1100074,11,11,3,0,0,0,0,1,1000,chest,48,1,resource,500001,10,赢得一场胜利
1100075,11,11,6,0,monster|armor|equip|consume,2,2,4,1000,chest,48,1,resource,500001,10,召唤4个费用2以下的卡片（包含费用2）
1100076,11,11,6,0,monster|armor|equip|consume,3,2,5,1000,chest,48,1,resource,500001,10,召唤5个费用3以下的卡片（包含费用3）
1100077,11,11,6,0,monster|armor|equip|consume,4,2,6,1000,chest,48,1,resource,500001,10,召唤6个费用4以下的卡片（包含费用4）
1100078,11,11,6,0,monster|armor|equip|consume,2,1,5,1000,chest,48,1,resource,500001,10,召唤5个费用2以上的卡片（包含费用2）
1100079,11,11,6,0,monster|armor|equip|consume,3,1,4,1000,chest,48,1,resource,500001,10,召唤4个费用3以上的卡片（包含费用3）
1100080,11,11,6,0,monster|armor|equip|consume,4,1,3,1000,chest,48,1,resource,500001,10,召唤3个费用4以上的卡片（包含费用4）
1100081,11,11,3,0,0,0,0,1,1000,chest,48,1,resource,500001,10,赢得一场胜利
1100082,11,11,8,0,0,0,0,2,15000,chest,48,1,resource,500001,10,完成2次PVE胜利
1200001,12,12,2,war,monster,2,0,1,334,chest,49,1,resource,500001,10,召唤2个战争（红色）怪物并获得1场胜利
1200002,12,12,2,fortune,monster,2,0,1,334,chest,49,1,resource,500001,10,召唤2个命运（黄色）怪物并获得1场胜利
1200003,12,12,2,balance,monster,2,0,1,334,chest,49,1,resource,500001,10,召唤2个平衡（蓝色）怪物并获得1场胜利
1200004,12,12,2,nature,monster,2,0,1,334,chest,49,1,resource,500001,10,召唤2个自然（绿色）怪物并获得1场胜利
1200005,12,12,2,chaos,monster,2,0,1,334,chest,49,1,resource,500001,10,召唤2个混乱（紫色）怪物并获得1场胜利
1200006,12,12,2,war|fortune,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个战争或命运（红色或黄色）怪物并获得1场胜利
1200007,12,12,2,war|balance,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个战争或平衡（红色或蓝色）怪物并获得1场胜利
1200008,12,12,2,war|nature,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个战争或自然（红色或绿色）怪物并获得1场胜利
1200009,12,12,2,war|chaos,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个战争或混乱（红色或紫色）怪物并获得1场胜利
1200010,12,12,2,fortune|balance,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）怪物并获得1场胜利
1200011,12,12,2,fortune|nature,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个命运或自然（黄色或绿色）怪物并获得1场胜利
1200012,12,12,2,fortune|chaos,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个命运或混乱（黄色或紫色）怪物并获得1场胜利
1200013,12,12,2,balance|nature,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个平衡或自然（蓝色或绿色）怪物并获得1场胜利
1200014,12,12,2,balance|chaos,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个平衡或混乱（蓝色或紫色）怪物并获得1场胜利
1200015,12,12,2,nature|chaos,monster,3,0,1,334,chest,49,1,resource,500001,10,召唤3个自然或混乱（绿色或紫色）怪物并获得1场胜利
1200016,12,12,2,war,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,召唤2个战争（红色）道具并获得1场胜利
1200017,12,12,2,fortune,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,召唤2个命运（黄色）道具并获得1场胜利
1200018,12,12,2,balance,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,召唤2个平衡（蓝色）道具并获得1场胜利
1200019,12,12,2,nature,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,召唤2个自然（绿色）道具并获得1场胜利
1200020,12,12,2,chaos,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,召唤2个混乱（紫色）道具并获得1场胜利
1200021,12,12,2,all,armor|equip|consume,2,0,1,334,chest,49,1,resource,500001,10,召唤2个全能（白色）道具并获得1场胜利
1200022,12,12,2,war|fortune,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个战争或命运（红色或黄色）道具并获得1场胜利
1200023,12,12,2,war|balance,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个战争或平衡（红色或蓝色）道具并获得1场胜利
1200024,12,12,2,war|nature,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个战争或自然（红色或绿色）道具并获得1场胜利
1200025,12,12,2,war|chaos,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个战争或混乱（红色或紫色）道具并获得1场胜利
1200026,12,12,2,war|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个战争或全能（红色或白色）道具并获得1场胜利
1200027,12,12,2,fortune|balance,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）道具并获得1场胜利
1200028,12,12,2,fortune|nature,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个命运或自然（黄色或绿色）道具并获得1场胜利
1200029,12,12,2,fortune|chaos,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个命运或混乱（黄色或紫色）道具并获得1场胜利
1200030,12,12,2,fortune|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个命运或全能（黄色或白色）道具并获得1场胜利
1200031,12,12,2,balance|nature,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个平衡或自然（蓝色或绿色）道具并获得1场胜利
1200032,12,12,2,balance|chaos,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个平衡或混乱（蓝色或紫色）道具并获得1场胜利
1200033,12,12,2,balance|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个平衡或全能（蓝色或紫色）道具并获得1场胜利
1200034,12,12,2,nature|chaos,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个自然或混乱（绿色或紫色）道具并获得1场胜利
1200035,12,12,2,nature|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个自然或全能（绿色或白色）道具并获得1场胜利
1200036,12,12,2,chaos|all,armor|equip|consume,3,0,1,334,chest,49,1,resource,500001,10,召唤3个混乱或全能（紫色或白色）道具并获得1场胜利
1200037,12,12,2,war,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,召唤4个战争（红色）卡片并获得1场胜利
1200038,12,12,2,fortune,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,召唤4个命运（黄色）卡片并获得1场胜利
1200039,12,12,2,balance,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,召唤4个平衡（蓝色）卡片并获得1场胜利
1200040,12,12,2,nature,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,召唤4个自然（绿色）卡片并获得1场胜利
1200041,12,12,2,chaos,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,召唤4个混乱（紫色）卡片并获得1场胜利
1200042,12,12,2,all,monster|armor|equip|consume,4,0,1,334,chest,49,1,resource,500001,10,召唤4个全能（白色）卡片并获得1场胜利
1200043,12,12,2,war|fortune,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个战争或命运（红色或黄色）卡片并获得1场胜利
1200044,12,12,2,war|balance,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个战争或平衡（红色或蓝色）卡片并获得1场胜利
1200045,12,12,2,war|nature,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个战争或自然（红色或绿色）卡片并获得1场胜利
1200046,12,12,2,war|chaos,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个战争或混乱（红色或紫色）卡片并获得1场胜利
1200047,12,12,2,war|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个战争或全能（红色或白色）卡片并获得1场胜利
1200048,12,12,2,fortune|balance,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）卡片并获得1场胜利
1200049,12,12,2,fortune|nature,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个命运或自然（黄色或绿色）卡片并获得1场胜利
1200050,12,12,2,fortune|chaos,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个命运或混乱（黄色或紫色）卡片并获得1场胜利
1200051,12,12,2,fortune|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个命运或全能（黄色或白色）卡片并获得1场胜利
1200052,12,12,2,balance|nature,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个平衡或自然（蓝色或绿色）卡片并获得1场胜利
1200053,12,12,2,balance|chaos,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个平衡或混乱（蓝色或紫色）卡片并获得1场胜利
1200054,12,12,2,balance|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个平衡或全能（蓝色或紫色）卡片并获得1场胜利
1200055,12,12,2,nature|chaos,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个自然或混乱（绿色或紫色）卡片并获得1场胜利
1200056,12,12,2,nature|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个自然或全能（绿色或白色）卡片并获得1场胜利
1200057,12,12,2,chaos|all,monster|armor|equip|consume,5,0,1,334,chest,49,1,resource,500001,10,召唤5个混乱或全能（紫色或白色）卡片并获得1场胜利
1200058,12,12,3,0,0,0,0,1,14962,chest,49,1,resource,500001,10,赢得一场胜利
1200059,12,12,4,0,0,0,0,6,15000,chest,49,1,resource,500001,10,消灭6个怪物
1200060,12,12,5,0,0,0,0,6,15000,chest,49,1,resource,500001,10,使用6个道具
1200061,12,12,6,0,monster,2,2,4,1000,chest,49,1,resource,500001,10,召唤4个费用2以下的怪物（包含费用2）
1200062,12,12,6,0,monster,3,2,5,1000,chest,49,1,resource,500001,10,召唤5个费用3以下的怪物（包含费用3）
1200063,12,12,6,0,monster,4,2,6,1000,chest,49,1,resource,500001,10,召唤6个费用4以下的怪物（包含费用4）
1200064,12,12,6,0,monster,2,1,5,1000,chest,49,1,resource,500001,10,召唤5个费用2以上的怪物（包含费用2）
1200065,12,12,6,0,monster,3,1,4,1000,chest,49,1,resource,500001,10,召唤4个费用3以上的怪物（包含费用3）
1200066,12,12,6,0,monster,4,1,3,1000,chest,49,1,resource,500001,10,召唤3个费用4以上的怪物（包含费用4）
1200067,12,12,3,0,0,0,0,1,1000,chest,49,1,resource,500001,10,赢得一场胜利
1200068,12,12,6,0,armor|equip|consume,2,2,4,1000,chest,49,1,resource,500001,10,召唤4个费用2以下的道具（包含费用2）
1200069,12,12,6,0,armor|equip|consume,3,2,5,1000,chest,49,1,resource,500001,10,召唤5个费用3以下的道具（包含费用3）
1200070,12,12,6,0,armor|equip|consume,4,2,6,1000,chest,49,1,resource,500001,10,召唤6个费用4以下的道具（包含费用4）
1200071,12,12,6,0,armor|equip|consume,2,1,5,1000,chest,48,1,resource,500001,10,召唤5个费用2以上的道具（包含费用2）
1200072,12,12,6,0,armor|equip|consume,3,1,4,1000,chest,49,1,resource,500001,10,召唤4个费用3以上的道具（包含费用3）
1200073,12,12,6,0,armor|equip|consume,4,1,3,1000,chest,49,1,resource,500001,10,召唤3个费用4以上的道具（包含费用4）
1200074,12,12,3,0,0,0,0,1,1000,chest,49,1,resource,500001,10,赢得一场胜利
1200075,12,12,6,0,monster|armor|equip|consume,2,2,4,1000,chest,49,1,resource,500001,10,召唤4个费用2以下的卡片（包含费用2）
1200076,12,12,6,0,monster|armor|equip|consume,3,2,5,1000,chest,49,1,resource,500001,10,召唤5个费用3以下的卡片（包含费用3）
1200077,12,12,6,0,monster|armor|equip|consume,4,2,6,1000,chest,49,1,resource,500001,10,召唤6个费用4以下的卡片（包含费用4）
1200078,12,12,6,0,monster|armor|equip|consume,2,1,5,1000,chest,49,1,resource,500001,10,召唤5个费用2以上的卡片（包含费用2）
1200079,12,12,6,0,monster|armor|equip|consume,3,1,4,1000,chest,49,1,resource,500001,10,召唤4个费用3以上的卡片（包含费用3）
1200080,12,12,6,0,monster|armor|equip|consume,4,1,3,1000,chest,49,1,resource,500001,10,召唤3个费用4以上的卡片（包含费用4）
1200081,12,12,3,0,0,0,0,1,1000,chest,49,1,resource,500001,10,赢得一场胜利
1200082,12,12,8,0,0,0,0,2,15000,chest,49,1,resource,500001,10,完成2次PVE胜利
1300001,13,13,2,war,monster,2,0,1,334,chest,50,1,resource,500001,10,召唤2个战争（红色）怪物并获得1场胜利
1300002,13,13,2,fortune,monster,2,0,1,334,chest,50,1,resource,500001,10,召唤2个命运（黄色）怪物并获得1场胜利
1300003,13,13,2,balance,monster,2,0,1,334,chest,50,1,resource,500001,10,召唤2个平衡（蓝色）怪物并获得1场胜利
1300004,13,13,2,nature,monster,2,0,1,334,chest,50,1,resource,500001,10,召唤2个自然（绿色）怪物并获得1场胜利
1300005,13,13,2,chaos,monster,2,0,1,334,chest,50,1,resource,500001,10,召唤2个混乱（紫色）怪物并获得1场胜利
1300006,13,13,2,war|fortune,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个战争或命运（红色或黄色）怪物并获得1场胜利
1300007,13,13,2,war|balance,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个战争或平衡（红色或蓝色）怪物并获得1场胜利
1300008,13,13,2,war|nature,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个战争或自然（红色或绿色）怪物并获得1场胜利
1300009,13,13,2,war|chaos,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个战争或混乱（红色或紫色）怪物并获得1场胜利
1300010,13,13,2,fortune|balance,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）怪物并获得1场胜利
1300011,13,13,2,fortune|nature,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个命运或自然（黄色或绿色）怪物并获得1场胜利
1300012,13,13,2,fortune|chaos,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个命运或混乱（黄色或紫色）怪物并获得1场胜利
1300013,13,13,2,balance|nature,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个平衡或自然（蓝色或绿色）怪物并获得1场胜利
1300014,13,13,2,balance|chaos,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个平衡或混乱（蓝色或紫色）怪物并获得1场胜利
1300015,13,13,2,nature|chaos,monster,3,0,1,334,chest,50,1,resource,500001,10,召唤3个自然或混乱（绿色或紫色）怪物并获得1场胜利
1300016,13,13,2,war,armor|equip|consume,2,0,1,334,chest,50,1,resource,500001,10,召唤2个战争（红色）道具并获得1场胜利
1300017,13,13,2,fortune,armor|equip|consume,2,0,1,334,chest,50,1,resource,500001,10,召唤2个命运（黄色）道具并获得1场胜利
1300018,13,13,2,balance,armor|equip|consume,2,0,1,334,chest,50,1,resource,500001,10,召唤2个平衡（蓝色）道具并获得1场胜利
1300019,13,13,2,nature,armor|equip|consume,2,0,1,334,chest,50,1,resource,500001,10,召唤2个自然（绿色）道具并获得1场胜利
1300020,13,13,2,chaos,armor|equip|consume,2,0,1,334,chest,50,1,resource,500001,10,召唤2个混乱（紫色）道具并获得1场胜利
1300021,13,13,2,all,armor|equip|consume,2,0,1,334,chest,50,1,resource,500001,10,召唤2个全能（白色）道具并获得1场胜利
1300022,13,13,2,war|fortune,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个战争或命运（红色或黄色）道具并获得1场胜利
1300023,13,13,2,war|balance,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个战争或平衡（红色或蓝色）道具并获得1场胜利
1300024,13,13,2,war|nature,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个战争或自然（红色或绿色）道具并获得1场胜利
1300025,13,13,2,war|chaos,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个战争或混乱（红色或紫色）道具并获得1场胜利
1300026,13,13,2,war|all,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个战争或全能（红色或白色）道具并获得1场胜利
1300027,13,13,2,fortune|balance,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）道具并获得1场胜利
1300028,13,13,2,fortune|nature,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个命运或自然（黄色或绿色）道具并获得1场胜利
1300029,13,13,2,fortune|chaos,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个命运或混乱（黄色或紫色）道具并获得1场胜利
1300030,13,13,2,fortune|all,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个命运或全能（黄色或白色）道具并获得1场胜利
1300031,13,13,2,balance|nature,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个平衡或自然（蓝色或绿色）道具并获得1场胜利
1300032,13,13,2,balance|chaos,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个平衡或混乱（蓝色或紫色）道具并获得1场胜利
1300033,13,13,2,balance|all,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个平衡或全能（蓝色或紫色）道具并获得1场胜利
1300034,13,13,2,nature|chaos,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个自然或混乱（绿色或紫色）道具并获得1场胜利
1300035,13,13,2,nature|all,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个自然或全能（绿色或白色）道具并获得1场胜利
1300036,13,13,2,chaos|all,armor|equip|consume,3,0,1,334,chest,50,1,resource,500001,10,召唤3个混乱或全能（紫色或白色）道具并获得1场胜利
1300037,13,13,2,war,monster|armor|equip|consume,4,0,1,334,chest,50,1,resource,500001,10,召唤4个战争（红色）卡片并获得1场胜利
1300038,13,13,2,fortune,monster|armor|equip|consume,4,0,1,334,chest,50,1,resource,500001,10,召唤4个命运（黄色）卡片并获得1场胜利
1300039,13,13,2,balance,monster|armor|equip|consume,4,0,1,334,chest,50,1,resource,500001,10,召唤4个平衡（蓝色）卡片并获得1场胜利
1300040,13,13,2,nature,monster|armor|equip|consume,4,0,1,334,chest,50,1,resource,500001,10,召唤4个自然（绿色）卡片并获得1场胜利
1300041,13,13,2,chaos,monster|armor|equip|consume,4,0,1,334,chest,50,1,resource,500001,10,召唤4个混乱（紫色）卡片并获得1场胜利
1300042,13,13,2,all,monster|armor|equip|consume,4,0,1,334,chest,50,1,resource,500001,10,召唤4个全能（白色）卡片并获得1场胜利
1300043,13,13,2,war|fortune,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个战争或命运（红色或黄色）卡片并获得1场胜利
1300044,13,13,2,war|balance,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个战争或平衡（红色或蓝色）卡片并获得1场胜利
1300045,13,13,2,war|nature,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个战争或自然（红色或绿色）卡片并获得1场胜利
1300046,13,13,2,war|chaos,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个战争或混乱（红色或紫色）卡片并获得1场胜利
1300047,13,13,2,war|all,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个战争或全能（红色或白色）卡片并获得1场胜利
1300048,13,13,2,fortune|balance,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤3个命运或平衡（黄色或蓝色）卡片并获得1场胜利
1300049,13,13,2,fortune|nature,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个命运或自然（黄色或绿色）卡片并获得1场胜利
1300050,13,13,2,fortune|chaos,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个命运或混乱（黄色或紫色）卡片并获得1场胜利
1300051,13,13,2,fortune|all,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个命运或全能（黄色或白色）卡片并获得1场胜利
1300052,13,13,2,balance|nature,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个平衡或自然（蓝色或绿色）卡片并获得1场胜利
1300053,13,13,2,balance|chaos,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个平衡或混乱（蓝色或紫色）卡片并获得1场胜利
1300054,13,13,2,balance|all,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个平衡或全能（蓝色或紫色）卡片并获得1场胜利
1300055,13,13,2,nature|chaos,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个自然或混乱（绿色或紫色）卡片并获得1场胜利
1300056,13,13,2,nature|all,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个自然或全能（绿色或白色）卡片并获得1场胜利
1300057,13,13,2,chaos|all,monster|armor|equip|consume,5,0,1,334,chest,50,1,resource,500001,10,召唤5个混乱或全能（紫色或白色）卡片并获得1场胜利
1300058,13,13,3,0,0,0,0,1,14962,chest,50,1,resource,500001,10,赢得一场胜利
1300059,13,13,4,0,0,0,0,6,15000,chest,50,1,resource,500001,10,消灭6个怪物
1300060,13,13,5,0,0,0,0,6,15000,chest,50,1,resource,500001,10,使用6个道具
1300061,13,13,6,0,monster,2,2,4,1000,chest,50,1,resource,500001,10,召唤4个费用2以下的怪物（包含费用2）
1300062,13,13,6,0,monster,3,2,5,1000,chest,50,1,resource,500001,10,召唤5个费用3以下的怪物（包含费用3）
1300063,13,13,6,0,monster,4,2,6,1000,chest,50,1,resource,500001,10,召唤6个费用4以下的怪物（包含费用4）
1300064,13,13,6,0,monster,2,1,5,1000,chest,50,1,resource,500001,10,召唤5个费用2以上的怪物（包含费用2）
1300065,13,13,6,0,monster,3,1,4,1000,chest,50,1,resource,500001,10,召唤4个费用3以上的怪物（包含费用3）
1300066,13,13,6,0,monster,4,1,3,1000,chest,50,1,resource,500001,10,召唤3个费用4以上的怪物（包含费用4）
1300067,13,13,3,0,0,0,0,1,1000,chest,50,1,resource,500001,10,赢得一场胜利
1300068,13,13,6,0,armor|equip|consume,2,2,4,1000,chest,50,1,resource,500001,10,召唤4个费用2以下的道具（包含费用2）
1300069,13,13,6,0,armor|equip|consume,3,2,5,1000,chest,50,1,resource,500001,10,召唤5个费用3以下的道具（包含费用3）
1300070,13,13,6,0,armor|equip|consume,4,2,6,1000,chest,50,1,resource,500001,10,召唤6个费用4以下的道具（包含费用4）
1300071,13,13,6,0,armor|equip|consume,2,1,5,1000,chest,50,1,resource,500001,10,召唤5个费用2以上的道具（包含费用2）
1300072,13,13,6,0,armor|equip|consume,3,1,4,1000,chest,50,1,resource,500001,10,召唤4个费用3以上的道具（包含费用3）
1300073,13,13,6,0,armor|equip|consume,4,1,3,1000,chest,50,1,resource,500001,10,召唤3个费用4以上的道具（包含费用4）
1300074,13,13,3,0,0,0,0,1,1000,chest,50,1,resource,500001,10,赢得一场胜利
